target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-21,2026-06-21T16:35:51+01:00,1493547,Brooklyn,Tampa Bay Rowdies,USL Championship,USA,2026-06-20T23:00:00+00:00,FT,100,HIGH_SIGNAL_REVIEW,prediction_winner=Tampa Bay Rowdies | pred_total_home_away=26.3/73.8 | 1x2=4.75/3.75/1.60 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1554492,RSV Eintracht,BFC Preussen,Friendlies Clubs,World,2026-06-21T13:00:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=RSV Eintracht | pred_total_home_away=66.8/33.2,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1547689,BOA,CAP,Mineiro - 2,Brazil,2026-06-21T13:30:00+00:00,2H,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=BOA | pred_total_home_away=68.2/31.8,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495863,Bryne,Asane,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,82,HIGH_SIGNAL_REVIEW,prediction_winner=Bryne | pred_total_home_away=59.3/40.7 | 1x2=1.44/4.20/6.00 | ou2.5=1.50/2.45,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495864,Egersund,Haugesund,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Haugesund | pred_total_home_away=33.3/66.7 | 1x2=3.35/3.75/1.85 | ou2.5=1.44/2.65,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495865,Kongsvinger,Stromsgodset,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,60,MEDIUM_SIGNAL_REVIEW,prediction_winner=Stromsgodset | pred_total_home_away=48.3/51.7 | 1x2=2.50/3.85/2.25 | ou2.5=2.45/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495866,Moss,Sandnes ULF,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,62,MEDIUM_SIGNAL_REVIEW,prediction_winner=Moss | pred_total_home_away=52.5/47.5 | 1x2=1.91/3.75/3.25 | ou2.5=1.48/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495867,ODD Ballklubb,hodd,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,65,MEDIUM_SIGNAL_REVIEW,prediction_winner=ODD Ballklubb | pred_total_home_away=53.4/46.6 | 1x2=1.40/4.50/6.40 | ou2.5=1.45/2.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495870,Strommen,Stabaek,1. Division,Norway,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Stabaek | pred_total_home_away=21.3/78.8 | 1x2=4.33/4.00/1.62 | ou2.5=1.45/2.60,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496998,Mandalskameratene,Våg,3. Division - Girone 4,Norway,2026-06-21T14:00:00+00:00,2H,80,HIGH_SIGNAL_REVIEW,prediction_winner=Mandalskameratene | pred_total_home_away=61.8/38.3 | 1x2=1.68/4.10/3.60,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1504467,AFC Malmo,Olympic,Ettan - Södra,Sweden,2026-06-21T14:00:00+00:00,2H,93,HIGH_SIGNAL_REVIEW,prediction_winner=AFC Malmo | pred_total_home_away=63.0/37.2 | 1x2=1.64/3.95/4.20 | ou2.5=1.45/2.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1504470,Kristianstad,Laholm,Ettan - Södra,Sweden,2026-06-21T14:00:00+00:00,2H,85,HIGH_SIGNAL_REVIEW,prediction_winner=Kristianstad | pred_total_home_away=60.0/40.0 | 1x2=1.57/3.95/4.80 | ou2.5=1.55/2.35,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1506490,07 Vestur,AB,Meistaradeildin,Faroe-Islands,2026-06-21T14:00:00+00:00,2H,81,HIGH_SIGNAL_REVIEW,prediction_winner=AB | pred_total_home_away=41.2/58.8 | 1x2=3.10/3.25/2.10 | ou2.5=1.73/2.00,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1506491,B36 Torshavn,HB Torshavn,Meistaradeildin,Faroe-Islands,2026-06-21T14:00:00+00:00,2H,84,HIGH_SIGNAL_REVIEW,prediction_winner=B36 Torshavn | pred_total_home_away=59.8/40.2 | 1x2=1.75/3.65/4.00 | ou2.5=1.70/2.05,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1510791,Korsnäs,Sunnersta,Division 2 - Norra Svealand,Sweden,2026-06-21T14:00:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Sunnersta | pred_total_home_away=22.3/77.7 | 1x2=6.00/4.60/1.40 | ou2.5=1.42/2.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1510792,Lidingö,Kungsängen,Division 2 - Norra Svealand,Sweden,2026-06-21T14:00:00+00:00,2H,67,MEDIUM_SIGNAL_REVIEW,prediction_winner=Lidingö | pred_total_home_away=54.2/45.8 | 1x2=2.25/3.45/2.70 | ou2.5=1.65/2.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1510794,Täby,Helges,Division 2 - Norra Svealand,Sweden,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Täby | pred_total_home_away=77.0/23.0 | 1x2=1.17/6.00/14.00 | ou2.5=2.40/1.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1511156,Örebro Syrianska,Lindo FF,Division 2 - Södra Svealand,Sweden,2026-06-21T14:00:00+00:00,2H,78,HIGH_SIGNAL_REVIEW,prediction_winner=Örebro Syrianska | pred_total_home_away=57.8/42.3 | 1x2=2.00/3.70/3.00 | ou2.5=1.48/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1511158,Smedby,Haninge,Division 2 - Södra Svealand,Sweden,2026-06-21T14:00:00+00:00,2H,72,MEDIUM_SIGNAL_REVIEW,prediction_winner=Haninge | pred_total_home_away=44.3/55.7 | 1x2=2.20/3.75/2.65 | ou2.5=1.42/2.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1513577,Flora Tallinn,Paide,Meistriliiga,Estonia,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Flora Tallinn | pred_total_home_away=68.7/31.3 | 1x2=1.80/3.70/3.60 | ou2.5=1.65/2.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1514211,Vestri,Afturelding,1. Deild,Iceland,2026-06-21T14:00:00+00:00,NS,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=Vestri | pred_total_home_away=49.7/50.3 | 1x2=3.30/3.80/1.85 | ou2.5=1.48/2.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1520731,Avai,Cuiaba,Serie B,Brazil,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Cuiaba | pred_total_home_away=31.8/68.2 | 1x2=2.56/2.88/3.00 | ou2.5=2.60/1.48,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1526864,Caxias,Maringá,Serie C,Brazil,2026-06-21T14:00:00+00:00,2H,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Caxias | pred_total_home_away=53.0/47.0 | 1x2=2.05/3.25/3.30 | ou2.5=1.93/1.80,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1527998,Yelimay Semey,Atyrau,Premier League,Kazakhstan,2026-06-21T14:00:00+00:00,2H,66,MEDIUM_SIGNAL_REVIEW,prediction_winner=Atyrau | pred_total_home_away=46.3/53.7 | 1x2=1.75/3.48/3.98 | ou2.5=5.40/1.09,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1534344,FC Energetik-Bgu Minsk,Uni Minsk,1. Division,Belarus,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=FC Energetik-Bgu Minsk | pred_total_home_away=77.8/22.3 | 1x2=1.37/4.10/7.20 | ou2.5=1.44/2.43,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536388,Dinamo Vologda,Kosmos Dolgoprudny,Second League - Group 2,Russia,2026-06-21T14:00:00+00:00,2H,69,MEDIUM_SIGNAL_REVIEW,prediction_winner=Dinamo Vologda | pred_total_home_away=64.8/35.2,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555001,Difaa EL Jadida,Wydad AC,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,100,HIGH_SIGNAL_REVIEW,prediction_winner=Wydad AC | pred_total_home_away=32.2/67.8 | 1x2=5.10/3.50/1.62 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555002,FAR Rabat,Kawkab Marrakech,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Kawkab Marrakech | pred_total_home_away=53.3/46.8 | 1x2=1.33/4.00/10.50 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555003,FUS Rabat,Olympique Dcheïra,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,78,HIGH_SIGNAL_REVIEW,prediction_winner=FUS Rabat | pred_total_home_away=57.8/42.2 | 1x2=1.53/3.65/6.00 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555004,Hassania Agadir,UTS Rabat,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,60,MEDIUM_SIGNAL_REVIEW,prediction_winner=UTS Rabat | pred_total_home_away=48.2/51.8 | 1x2=1.91/3.20/3.80 | ou2.5=2.20/1.62,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555005,Ittihad Tanger,CR Khemis Zemamra,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,55,MEDIUM_SIGNAL_REVIEW,prediction_winner=Ittihad Tanger | pred_total_home_away=50.3/49.7 | 1x2=2.50/2.90/2.80 | ou2.5=2.45/1.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555006,Maghreb Fès,Renaissance Berkane,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,90,HIGH_SIGNAL_REVIEW,prediction_winner=Renaissance Berkane | pred_total_home_away=38.3/61.8 | 1x2=2.55/2.75/2.85 | ou2.5=2.95/1.36,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555007,Olympique Safi,Yacoub El Mansour,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,72,MEDIUM_SIGNAL_REVIEW,prediction_winner=Olympique Safi | pred_total_home_away=55.8/44.2 | 1x2=2.25/3.10/3.10 | ou2.5=2.35/1.55,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1555008,Raja Casablanca,CODM Meknès,Botola Pro,Morocco,2026-06-21T14:00:00+00:00,2H,87,HIGH_SIGNAL_REVIEW,prediction_winner=Raja Casablanca | pred_total_home_away=60.8/39.2 | 1x2=1.40/3.75/9.00 | ou2.5=2.15/1.65,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1512944,PWD Bamenda,Dynamo de Douala,Elite One,Cameroon,2026-06-21T15:00:00+00:00,1H,59,MEDIUM_SIGNAL_REVIEW,prediction_winner=Dynamo de Douala | pred_total_home_away=38.5/61.7,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1527620,Kara-Balta,Abdish-Ata,Premier League,Kyrgyzstan,2026-06-21T14:30:00+00:00,HT,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Abdish-Ata | pred_total_home_away=24.4/75.6,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
