target_date,generated_at,fixture_id,home_team,away_team,status,goals,stats_status,updated_fields,source_guard
2026-06-21,2026-06-21T00:45:13+01:00,1493546,Birmingham Legion,Loudoun United,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493871,Forward Madison,NY Cosmos,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1513166,Colorado Rapids II,Portland Timbers II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1513167,Huntsville City,Crown Legacy,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525019,GFI,Hill Country Lobos,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525023,Little Rock Rangers,Mississippi Brilla,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525028,Red River,Louisiana Krewe,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525033,Brazos Valley,Lonestar,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525041,Apotheos,Birmingham Legion II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525042,Charlottesville Blues,Virginia Marauders,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525409,Memphis 901,Hattiesburg,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1526862,Maranhão,Paysandu,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532250,RKC Third Coast W,Rochester W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532251,Lonestar II W,Challenge W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532253,San Juan SC W,Pleasanton Rage W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493548,FC Tulsa,Colorado Springs,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493870,Corpus Christi,Sarasota Paradise,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525038,Denton Diablos,Lubbock Matadors,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525039,McKinney Chupacabras,West Texas,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525040,Peoria,Sunflower State,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1545389,The Strongest,Aurora,PST,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493874,Spokane Velocity,One Knoxville,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525009,Almaden,SF Glens,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532457,Real Colorado W,Flatirons II W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1553055,Carlos A. Mannucci,Alianza Lima,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493868,Boise,Union Omaha,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525014,Oly Town,Midlakes United,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493550,Monterey Bay,El Paso Locomotive,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525015,Academica,Project 51O,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525027,Redlands,Seahorses,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1525032,Tucson,Ventura County Fusion,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532252,Utah United W,Colorado Storm W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532254,Bigfoot W,Tacoma Galaxy W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1533031,Clarence Zebras II,University of Tasmania,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493552,Phoenix Rising,Oakland Roots,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493704,Las Vegas Lights,Orange County SC,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1493553,Sacramento Republic,New Mexico United,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1523772,Maitland,Hamilton Olympic,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532585,Singleton Strikers,West Wallsend,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1549304,Blacktown City U20,APIA Leichhardt U20,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1549305,Marconi S. U20,UNSW U20,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1549306,Wollongong Wolves U20,Sydney FC U20,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1529258,Kingborough Lions,South Hobart,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1489394,Tunisia,Japan,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1517575,Sydney United,SD Raiders,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1533033,South East Utd. U21,Glenorchy Knights U21,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1517569,Wollongong Wolves,Sydney FC U23,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1517574,Blacktown City,APIA Leichhardt Tigers,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1517665,Marconi Stallions,UNSW,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1520508,Busan Transportation,Gyeongju HNP,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1523773,Kahibah,Charlestown City Blues,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1532586,Dudley Redhead United,Wallsend Red Devils,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1524057,Olympic,Peninsula Power,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1549307,Sydney Utd U20,SD Raiders U20,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1521961,St. Albans Saints,Altona Magic,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1524058,Lions,Rochedale Rovers,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1536389,Irkutsk,Dinamo St. Petersburg,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1520510,Pocheon,Gangneung City,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1536826,Krylya Sovetov II,Khimik Dzerzhinsk,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1553807,Novosibirsk,Veles,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1519582,FCI Levadia II,FC Tallinn,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1519583,Tallinna Kalev,Nõmme Kalju II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496085,Arendal,Træff,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1511155,Nacka Iliria,Eker Örebro,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1534342,Niva,Molodechno-DYuSSh 4,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1541099,Awassa Kenema,Bahardar,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1497183,Tromsø II,Skedsmo,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1553710,Badalona II,Compostela,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496268,Hønefoss,Eidsvold,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496453,IF Ready,Vålerenga II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496634,Molde II,Strindheim,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1497001,Viking II,Staal Jørpeland,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1501420,Örebro SK W,Umeå W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1503704,Enskede W,Sandviken W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1505192,Piteå,AFC Eskilstuna,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1511153,Forward,Fittja,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1511154,Karlslund,Farsta,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1515866,Super Nova,Auda,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1536825,KDV,Ural II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1536827,Nosta,Dinamo Barnaul,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1545501,Suzhou Dongwu,Yunnan Yukun,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1553708,Tamaraceite,Guijuelo,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1522831,Džiugas Telšiai,Suduva Marijampole,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1513576,Tammeka,Trans Narva,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1495361,Brann W,LSK Kvinner W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496087,Brattvåg,jerv,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496271,Rana,Follo,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1497000,Stabæk II,Varhaug,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1515761,Skellefteå,Umeå FC Akademi,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1528001,Okzhetpes,FK Tobol Kostanay,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1534345,FC Slutsk,BATE II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1535698,Grei W,Odd W,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1541102,Mekelakeya,Ethiopian Medhin,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1544789,Americano Bacabal,São José MA,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1554491,Rotor Volgograd,Nizhny Novgorod,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1496273,Trygg/Lade,Lørenskog,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1508060,Al Nejmeh,Al Mabarrah,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1538626,Blue Eagles,Karonga United,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1538627,Kamuzu Barracks,Nyasa Big Bullets,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1538628,Moyale Barracks,Mitundu Baptist,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1538629,Red Lions,Chitipa United,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1497178,Fløya,Strømsgodset II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
2026-06-21,2026-06-21T00:45:13+01:00,1497179,Harstad,Kongsvinger II,NS,None-None,NOT_FINAL,fixture_status_short;fixture_status_long;results_last_refresh_at,DATED_INPUT_ONLY
