target_date,generated_at,fixture_id,home_team,away_team,status,actual_home_goals,actual_away_goals,actual_total_goals,actual_home_sot,actual_away_sot,actual_total_sot,actual_home_shots,actual_away_shots,actual_total_shots,actual_home_corners,actual_away_corners,actual_total_corners,actual_home_cards,actual_away_cards,actual_total_cards,actual_home_fouls,actual_away_fouls,actual_total_fouls,actual_home_xg,actual_away_xg,actual_total_xg,actual_home_big,actual_away_big,actual_total_big,available_metrics,actuals_verdict,source_guard,auto_apply,production_change
2026-06-21,2026-06-21T11:09:46+01:00,1493547,Brooklyn,Tampa Bay Rowdies,FT,0,2,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1493549,Hartford Athletic,Pittsburgh Riverhounds,FT,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,goals; sot; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1493554,Sporting JAX,Charleston Battery,FT,2,5,7,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1493869,Chattanooga Red Wolves,Naples,FT,1,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1493872,Greenville Triumph,Alta,FT,1,2,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1493873,Richmond Kickers,Fort Wayne,FT,0,2,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525000,Buffalo,Pittsburgh Riverhounds 2,FT,3,1,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525002,Bigfoot,Tacoma Stars,FT,3,1,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525018,Cedar Stars Rush,Morris Elite,FT,2,0,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525020,Hickory,Wake,FT,2,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525021,Hill City,Christos,FT,1,2,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525022,Lionsbridge,Virginia Beach City,FT,2,0,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525024,Manhattan,Hudson Valley Hammers,FT,3,3,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525026,Ocean City Nor'easters,Reading United,FT,3,0,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525029,SC United Bantams,Charlotte Eagles,FT,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,goals; sot; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525030,Shark Coast,The Villages,FT,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,goals; sot; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525031,Toledo Villa,West Virginia Alliance,FT,3,4,7,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525034,Union Macomb,Oakland County,FT,2,2,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
2026-06-21,2026-06-21T11:09:46+01:00,1525035,Vermont Green,Boston City,FT,10,1,11,,,,,,,,,,,,,,,,0,0,0,0,0,0,goals; xg; big,FINAL_ACTUALS_AVAILABLE,DATED_INPUT_ONLY,NO,NO
