target_date,generated_at,portfolio_verdict,rows_reviewed,status_counts,recommended_stance,top_pick,top_market,top_status,auto_apply,production_change
2026-06-27,2026-06-27T10:37:33+01:00,NO_MATRIX_ROWS,0,none,No context matrix rows found for the date.,NONE,NONE,NONE,NO,NO
