date,timezone,mode,baseline_competition_rows,candidate_v2_competition_rows,overlap_rows,baseline_only_rows,candidate_v2_only_rows,official_baseline_preserved,run_finished_at
2026-05-22,Atlantic/Canary,SHADOW_CANDIDATE_V2,2,1,1,1,0,1,2026-05-22T12:58:51.578949+00:00
