ledger_id,target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,candidate_present,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,execution_family_status,decision_source,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,resolver_run_id,cloud_summary_status,is_actionable,is_non_actionable,is_expired,is_waiting,is_blocked,is_technical_review
2026-05-22::1494177::OVER_2_5::EXECUTABLE,2026-05-22,2026-05-22T17:59:58+01:00,1494177.0,Allsvenskan,Djurgardens IF,IF Brommapojkarna,OVER_2_5,YES,EXECUTABLE,YES,NONE,NO,,PRELOCK_CONFIRMED,vsigma_today_competition_top.csv,0.804225,134.088,FAILURE_MODE_LOW_CONVERSION,2026-05-22-20260522T164050Z,PRELOCK_CONFIRMED,YES,NO,NO,NO,NO,NO
2026-05-22::1544652::OVER_1_5::NO_BET,2026-05-22,2026-05-22T22:49:13+01:00,1544652.0,Serie B,Sudtirol,Bari,OVER_1_5,YES,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,EXPIRED,vsigma_today_competition_top.csv,0.78766,146.766,FAILURE_MODE_LOW_CONVERSION,2026-05-22-20260522T164050Z,EXPIRED,NO,YES,YES,NO,NO,NO
2026-05-22::1494177::OVER_2_5::NO_BET,2026-05-22,2026-05-22T22:49:13+01:00,1494177.0,Allsvenskan,Djurgardens IF,IF Brommapojkarna,OVER_2_5,YES,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,EXPIRED,vsigma_today_competition_top.csv,0.804225,134.088,FAILURE_MODE_LOW_CONVERSION,2026-05-22-20260522T164050Z,EXPIRED,NO,YES,YES,NO,NO,NO
