summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,5,5,3,3,0,86.326,0.123482,7.6,6.8,0.8,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,3,3,3,3,0,86.65,0.154114,12.6667,11.3333,1.3333,0.0
by_final_execution_bucket,DOWNGRADED,,,,,2,2,0,0,0,85.84,0.077535,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,3,3,0,86.65,0.154114,12.6667,11.3333,1.3333,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,2,2,0,0,0,85.84,0.077535,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,3,3,3,3,0,86.65,0.154114,12.6667,11.3333,1.3333,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,2,2,0,0,0,85.84,0.077535,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,84.425,0.164419,15.0,13.0,2.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,91.1,0.133505,8.0,8.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,2,2,0,0,0,85.84,0.077535,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,3,3,3,3,0,86.65,0.154114,12.6667,11.3333,1.3333,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,2,2,0,0,0,85.84,0.077535,0.0,0.0,0.0,0.0
