target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-05-22,1544652,Serie B,Sudtirol,Bari,OVER_1_5,0.78766,146.766,FAILURE_MODE_LOW_CONVERSION,2026-05-22T19:00+01:00,-220.39,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,YES,PRELOCK_NOT_AVAILABLE,no reliable pre-lock data available; missing data is neutral,PRELOCK_NOT_AVAILABLE,PRELOCK_BLOCKED,PRELOCK was not available for this candidate; execution waits for the next AUTO PRELOCK cycle or no-bet review.,WAIT_FOR_NEXT_AUTO_PRELOCK_OR_NO_BET_REVIEW
2026-05-22,1494177,Allsvenskan,Djurgardens IF,IF Brommapojkarna,OVER_2_5,0.804225,134.088,FAILURE_MODE_LOW_CONVERSION,2026-05-22T18:00+01:00,-280.39,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,YES,PRELOCK_CONFIRMED,lineups confirmed; availability coverage confirmed,PRELOCK_CONFIRMED,EXECUTABLE,Pick retained in PRELOCK output with no blocking prelock decision.,EXECUTE_GOVERNED_PICK
