summary_scope,metric,rows_total,value_num,value_text,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
overall,shortlist_rows,3,3.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,result_available_rows,3,3.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,pending_rows,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,unmatched_rows,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,bet_rows,3,3.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,lean_play_rows,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,premium_rows,3,3.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,standard_rows,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,wins,3,1.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,losses,3,2.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,pushes,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,voids,3,0.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,profit_units_total,3,-1.47,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,roi_percent,3,-49.0,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,avg_execution_score,3,121.061426,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
overall,avg_primary_edge,3,0.154114,,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,shortlist_rows,3,3.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,result_available_rows,3,3.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,pending_rows,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,unmatched_rows,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,bet_rows,3,3.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,lean_play_rows,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,premium_rows,3,3.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,standard_rows,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,wins,3,1.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,losses,3,2.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,pushes,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,voids,3,0.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,profit_units_total,3,-1.47,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,roi_percent,3,-49.0,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,avg_execution_score,3,121.061426,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
by_final_execution_bucket,avg_primary_edge,3,0.154114,APPROVED_PREMIUM,2026-05-22,2026-05-23T11:42:35+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-05-22-20260523T114235Z
