fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1494177,Djurgardens IF,IF Brommapojkarna,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.78,A_ANALIZAR_PRIMERO,
1378236,Fiorentina,Atalanta,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.23,A_ANALIZAR_PRIMERO,
1544652,Sudtirol,Bari,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.21,A_ANALIZAR_PRIMERO,
1545664,Ried,Rapid Vienna,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,77.35,A_ANALIZAR_PRIMERO,
1545405,Rot-Weiß Essen,SpVgg Greuther Fürth,,OVER_OR_BTTS_CHECK,77.04,A_ANALIZAR_PRIMERO,
1533650,El Gouna FC,El Geish,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533652,Pharco,National Bank of Egypt,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520697,Nautico Recife,Cuiaba,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495685,VPS,HJK Helsinki,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1542931,9 de Octubre,Manta FC,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0.0,NO_DATA_BLOCKED,
