fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1544652,Serie B,Sudtirol,Bari,OVER_1_5,2026-05-22T18:00:37.200000+00:00,301.65,2026-05-22T16:30:37.200000+00:00,PENDING_OUTSIDE_WINDOW,WAIT_FOR_PRELOCK,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-22 --timezone Atlantic/Canary --mode prelock --window-minutes 90
1494177,Allsvenskan,Djurgardens IF,IF Brommapojkarna,OVER_2_5,2026-05-22T17:00:36.600000+00:00,241.64,2026-05-22T15:30:36.600000+00:00,PENDING_OUTSIDE_WINDOW,WAIT_FOR_PRELOCK,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-22 --timezone Atlantic/Canary --mode prelock --window-minutes 90
