target_date,generated_at,metric,rows_evaluated,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,severity,recommended_adjustment,model_area,auto_apply_allowed,operator_note,source_guard,auto_apply,production_change
2026-05-25,2026-05-25T21:53:10+01:00,total_cards,3,0.667,3.33,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,HIGH,Raise cards baseline: add card-risk bump for high-foul/high-urgency matches and widen upper card range.,build_match_stat_forecasts.card_model,NO,Model is underestimating cards.,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:53:10+01:00,total_corners,3,0.333,4.33,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,HIGH,Reduce corner projection: lower shot_corner_nudge cap and reduce corner range high by 1 for high-tempo profiles.,build_match_stat_forecasts.corner_model,NO,Model is overestimating corners.,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:53:10+01:00,total_fouls,3,1.000,3.00,BALANCED_OR_ON_RANGE,CALIBRATION_OK,LOW,Keep current calibration.,total_fouls,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:53:10+01:00,total_goals,3,0.000,1.04,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,HIGH,Reduce goal projection pressure: lower goal_nudge and/or reduce projected-goals weight by 5-10% for similar profiles.,build_match_stat_forecasts.goal_model,NO,Model is overestimating total goals.,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:53:10+01:00,total_shots,3,1.000,2.67,BALANCED_OR_ON_RANGE,CALIBRATION_OK,LOW,Keep current calibration.,total_shots,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:53:10+01:00,total_sot,3,1.000,1.00,BALANCED_OR_ON_RANGE,CALIBRATION_OK,LOW,Keep current calibration.,total_sot,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
