target_date,generated_at,source_rows_reviewed,adapter_rows_written,adapter_promoted_review_only_rows,adapter_blocked_rows,adapter_status_counts,allowed_downstream_use_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-08-09,2026-08-09T09:08:25+01:00,1,1,1,0,API_ENRICHED_PROMOTION_REVIEW_READY=1,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES=1,NO_PICK_PERMISSION=1,NO_STAKE_PERMISSION=1,NO,NO
