target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-08-09,2026-08-09T09:08:18+01:00,LOCAL_RAW_CANDIDATES_FOUND,3664,1,2,"Review accepted rows, then feed normal scoring gates.",NO,NO
