shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-04-26,Belgium,Jupiler Pro League,1536992,Gent,Club Brugge KV,104.89,98.99,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9281,,,,0.6166,,,,1.58,2.73,4.31,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.13,0.991,0.976,0.662,0.788,0.324,0.576,FULL,FULL,-0.126,1.0,2.0,4.0,3.0,0.35,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21302.57,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,0.45,0.22,0.2,0.45,0.33,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.58 | visitante 2.73,"Market edge primario: prob 0.928 | sin cuota útil, fallback modelo",Bias lado: -2.30 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=7.20 | lab_sched=FULL/FULL trust=0.99/0.98 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.33,4.0,2.0,0.5,1.0,1.5,2.375,1.25,2.875,1.125,1.375,0.625,1.0,0.375,0.0,0.5,1.0,0.75,1.0,0.5,1.0,9.2,20.8,13.6,12.0,4.0,7.2,5.0,4.0,41.2,56.4,3.2,6.8,6.8,4.0,8.4,11.4,1.6,1.8,1.6,0.5,1.8,6.4,0.0,2.0,0.0,2.0,FT,0.0,2.0,1,WIN,WIN,,,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-04-26,Spain,Segunda División,1392162,AD Ceuta FC,Racing Santander,101.92,96.02,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9325,,,,0.6621,,,,1.49,2.9,4.39,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.42,-0.62,0.955,0.89,0.435,0.498,-0.13,-0.004,FULL,FULL,-0.063,1.0,3.0,4.0,2.0,0.35,1.1,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-20852.57,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.49 | visitante 2.90,"Market edge primario: prob 0.932 | sin cuota útil, fallback modelo",Bias lado: -2.92 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.40 aSOT=6.40 | lab_sched=FULL/FULL trust=0.95/0.89 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,11.0,1.0,0.0,1.0,0.75,1.875,1.0,2.375,2.25,2.375,0.625,0.75,0.125,0.0,0.625,0.75,0.875,1.0,0.75,0.875,8.4,12.6,13.2,15.4,2.4,6.4,4.2,5.2,51.8,50.4,2.6,4.4,5.2,4.4,13.0,15.0,2.4,3.4,1.4,2.2,3.0,2.6,0.0,0.0,0.0,0.0,FT,0.0,0.0,1,LOSS,PUSH,-1.0,0.0,0,SKIPPED,
3,CORE_SHORTLIST,CORE,2026-04-26,Italy,Serie A,1378202,Torino,Inter,101.71,95.81,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9043,,,,0.6067,,,,1.44,2.51,3.95,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.08,0.972,1.007,0.323,0.542,-0.354,0.084,FULL,PARTIAL,-0.219,0.0,0.0,5.0,4.0,0.0,0.0,SUPPORTED,SUPPORTED,CLEAN,5.0,5.0,1.0,1.0,3.0,1.0,FULL,FULL,3.0,1.0,HIGH,LOW,FULL,4.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21032.58,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.44 | visitante 2.51,"Market edge primario: prob 0.904 | sin cuota útil, fallback modelo",Bias lado: -2.47 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=6.20 | lab_sched=FULL/PARTIAL trust=0.97/1.01 clean=CLEAN | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=3.00 aRisk=1.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,12.0,1.0,0.0,1.0,1.625,1.875,1.5,2.125,1.25,1.25,0.75,0.75,0.375,0.25,0.5,0.625,0.75,0.75,0.625,0.5,12.4,15.2,12.0,15.0,3.6,6.2,3.6,5.0,43.6,54.8,2.8,5.2,4.8,4.8,12.8,12.4,1.2,2.0,2.0,1.8,2.2,4.6,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,WIN,PUSH,,0.0,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-04-26,Belgium,Jupiler Pro League,1536990,Anderlecht,Union St. Gilloise,101.06,95.16,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8779,,,,0.5886,,,,1.34,2.3,3.64,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.24,0.922,1.017,0.699,0.825,0.398,0.65,FULL,FULL,-0.126,3.0,1.0,2.0,4.0,1.1,0.35,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21002.57,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.34 | visitante 2.30,"Market edge primario: prob 0.878 | sin cuota útil, fallback modelo",Bias lado: -2.12 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.00 aSOT=6.20 | lab_sched=FULL/FULL trust=0.92/1.02 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,6.0,1.0,0.0,1.0,1.25,2.5,2.0,1.375,1.875,0.375,0.75,0.75,0.0,0.625,0.75,0.375,0.875,0.5,0.75,0.375,15.2,17.0,18.0,6.6,6.0,6.2,6.4,1.4,55.4,48.2,4.8,6.6,5.0,3.2,13.6,11.2,2.2,2.5,1.6,1.2,5.6,5.4,1.0,3.0,1.0,3.0,FT,1.0,3.0,1,WIN,WIN,,,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-04-26,England,Championship,1387083,Coventry,Wrexham,101.02,95.12,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8843,,,,0.622,,,,2.42,1.29,3.71,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.19,-0.23,0.986,0.957,0.412,0.452,-0.176,-0.096,FULL,FULL,-0.04,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,6.0,8.0,FULL,FULL,5.6,7.6,HIGH,HIGH,FULL,13.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21332.57,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.42 | visitante 1.29,"Market edge primario: prob 0.884 | sin cuota útil, fallback modelo",Bias lado: +2.18 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.80 aSOT=2.60 | lab_sched=FULL/FULL trust=0.99/0.96 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=5.60 aRisk=7.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,7.0,1.0,0.0,1.875,1.625,2.0,1.375,0.75,1.625,0.75,0.875,0.5,0.375,0.5,0.5,0.75,0.875,0.625,0.5,13.2,9.6,8.0,13.0,3.8,2.6,2.4,5.0,63.2,53.8,4.4,3.8,1.8,5.8,9.4,11.0,0.4,1.4,2.4,3.0,3.2,2.6,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,WIN,WIN,,,0,SKIPPED,
6,WATCHLIST,WATCH,2026-04-26,Germany,Bundesliga,1388585,VfB Stuttgart,Werder Bremen,100.4,94.5,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9124,,,,0.7697,,,,2.38,1.68,4.06,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.16,1.002,0.958,0.731,0.456,0.462,-0.088,PARTIAL,FULL,0.275,1.0,1.0,3.0,4.0,0.35,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,2.0,8.0,FULL,FULL,2.0,7.6,MEDIUM,HIGH,FULL,9.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21182.57,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.38 | visitante 1.68,"Market edge primario: prob 0.912 | sin cuota útil, fallback modelo",Bias lado: +1.57 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=7.60 aSOT=4.60 | lab_sched=PARTIAL/FULL trust=1.00/0.96 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=7.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,4.0,15.0,0.5,1.0,1.5,1.5,1.875,1.625,1.625,1.375,0.75,0.875,0.25,0.25,0.5,0.625,0.875,0.875,0.625,0.625,17.8,12.2,14.6,13.0,7.6,4.6,5.8,3.8,58.4,52.6,6.0,5.2,4.2,4.6,11.4,9.4,2.75,2.0,2.6,3.0,4.0,2.8,1.0,1.0,1.0,1.0,FT,1.0,1.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
7,WATCHLIST,WATCH,2026-04-26,Spain,Segunda División,1392165,Granada CF,Almeria,99.78,93.88,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9229,,,,0.7913,,,,1.68,2.54,4.22,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.64,0.887,0.952,0.48,0.64,-0.04,0.28,FULL,FULL,-0.16,3.0,2.0,2.0,3.0,1.1,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21137.58,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.68 | visitante 2.54,"Market edge primario: prob 0.923 | sin cuota útil, fallback modelo",Bias lado: -1.70 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.40 aSOT=5.80 | lab_sched=FULL/FULL trust=0.89/0.95 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,14.0,3.0,0.0,1.0,1.625,1.875,1.625,2.125,1.5,1.75,0.875,0.75,0.375,0.125,0.5,0.625,0.875,1.0,0.375,0.75,11.0,16.6,10.8,16.8,4.4,5.8,3.8,6.4,54.0,52.0,3.8,4.2,4.4,5.8,12.2,13.8,2.8,2.6,3.75,2.0,2.6,3.4,2.0,4.0,2.0,4.0,FT,2.0,4.0,1,WIN,WIN,,,0,SKIPPED,
8,WATCHLIST,WATCH,2026-04-26,Spain,La Liga,1391138,Villarreal,Celta Vigo,99.31,93.41,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8845,,,,0.5409,,,,2.22,1.49,3.71,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.3,-0.28,0.904,1.025,0.339,0.658,-0.322,0.316,FULL,FULL,-0.319,2.0,0.0,3.0,3.0,0.7,0.0,SUPPORTED,PARTIAL,MIXED,5.0,5.0,1.0,1.0,3.0,4.0,FULL,FULL,3.0,4.0,HIGH,HIGH,FULL,7.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-20852.57,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.22 | visitante 1.49,"Market edge primario: prob 0.884 | sin cuota útil, fallback modelo",Bias lado: +1.69 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.60 aSOT=3.40 | lab_sched=FULL/FULL trust=0.90/1.02 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=3.00 aRisk=4.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,6.0,1.0,0.0,1.75,0.875,1.5,1.25,1.375,2.125,0.875,0.625,0.0,0.125,0.875,0.5,0.875,0.875,0.625,0.625,11.8,8.6,12.4,10.6,4.6,3.4,3.2,5.0,42.8,53.8,2.6,2.6,7.8,3.6,9.8,14.6,1.4,1.8,1.6,1.25,2.8,2.2,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,,,0,SKIPPED,
9,WATCHLIST,WATCH,2026-04-26,Netherlands,Eredivisie,1381137,Excelsior,Utrecht,99.15,93.25,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8524,,,,0.7437,,,,0.84,2.56,3.4,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.1,1.008,0.968,0.552,0.518,0.104,0.036,FULL,FULL,0.034,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,6.0,16.0,FULL,FULL,5.2,14.4,HIGH,HIGH,FULL,19.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-21377.57,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.84 | visitante 2.56,"Market edge primario: prob 0.852 | sin cuota útil, fallback modelo",Bias lado: -3.32 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.00 aSOT=7.40 | lab_sched=FULL/FULL trust=1.01/0.97 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=5.20 aRisk=14.40 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,14.0,8.0,0.5,0.0,0.25,2.125,0.875,2.0,1.75,0.875,0.75,0.875,0.0,0.5,0.75,0.5,0.875,0.875,0.625,0.375,14.6,15.6,13.0,13.8,4.0,7.4,5.6,5.6,49.6,42.4,3.2,5.8,6.6,5.2,10.4,11.0,1.0,1.8,1.2,1.0,5.6,2.8,5.0,0.0,5.0,0.0,FT,5.0,0.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
10,WATCHLIST,WATCH,2026-04-26,Portugal,Primeira Liga,1396513,Santa Clara,SC Braga,99.08,93.18,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8561,,,,0.6674,,,,1.05,2.38,3.43,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,2.91,-0.07,0.958,1.025,0.457,0.656,-0.086,0.312,FULL,FULL,-0.199,1.0,0.0,4.0,3.0,0.35,0.0,SUPPORTED,PARTIAL,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-20972.57,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.05 | visitante 2.38,"Market edge primario: prob 0.856 | sin cuota útil, fallback modelo",Bias lado: -2.51 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.00 aSOT=3.20 | lab_sched=FULL/FULL trust=0.96/1.02 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,13.0,4.0,0.5,0.5,1.5,2.125,1.125,1.875,1.125,0.875,0.75,1.0,0.5,0.5,0.375,0.5,0.625,0.625,0.25,0.5,8.8,7.4,10.8,8.8,3.0,3.2,3.2,3.2,51.8,62.0,5.2,4.2,5.2,3.4,15.4,11.4,1.8,2.6,1.6,2.4,2.0,2.2,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
