summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,21.0,21.0,21.0,0.657,0.614,0.0,210.0,0.0,2026-05-20T23:51:58.818977+00:00,,
home_quality_flag,,,,,,,,,,FULL,16.0
home_quality_flag,,,,,,,,,,PARTIAL,5.0
away_quality_flag,,,,,,,,,,FULL,18.0
away_quality_flag,,,,,,,,,,PARTIAL,3.0
