comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_raw_prob,candidate_v2_raw_prob,baseline_calibrated_prob,candidate_v2_calibrated_prob,baseline_confidence_score,candidate_v2_confidence_score,baseline_bucket,candidate_v2_bucket,baseline_main_reason,candidate_v2_main_reason,baseline_primary_risk,candidate_v2_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1535208,Gremio vs Palestino,CONMEBOL Sudamericana,3,3,UNDER_3_5,UNDER_3_5,0.9113,0.9083,0.8613,0.8583,111.027,110.922,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_AVALANCHE_RISK,FAILURE_MODE_AVALANCHE_RISK,2026-05-21,2026-05-20T23:03:08+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-21-20260520T230308Z
BOTH,1535302,Flamengo vs Estudiantes L.P.,CONMEBOL Libertadores,2,2,OVER_1_5,OVER_1_5,0.8957,0.8981,0.8157,0.8181,125.862,126.307,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_STRONG,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-21,2026-05-20T23:03:08+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-21-20260520T230308Z
BOTH,1545410,Brondby vs FC Copenhagen,Superliga,1,1,OVER_2_5,OVER_2_5,0.7842,0.7802,0.801325,0.797325,137.736,137.416,ACCURACY_CORE,ACCURACY_CORE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,ACCURACY_CORE_PRIORITY;ACCURACY_OVER_CONFIRMED;ACCURACY_FAILURE_MODE_ACCEPTABLE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-21,2026-05-20T23:03:08+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-21-20260520T230308Z
