date,timezone,baseline_pick_count,candidate_v2_pick_count,overlap_picks,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,run_finished_at
2026-05-21,Atlantic/Canary,3,3,3,1,1,-0.64,-32.0,1,1,-0.64,-32.0,2026-05-21T10:55:19.870622+00:00
