date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-05-21,Atlantic/Canary,5,5,5,3,2,0,1,2,0,0,-1.64,-54.666667,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-21,2026-05-21T10:55:19.494579+00:00
