ledger_id,target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,candidate_present,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,execution_family_status,decision_source,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,resolver_run_id,cloud_summary_status,is_actionable,is_non_actionable,is_expired,is_waiting,is_blocked,is_technical_review
2026-05-21::1545410::OVER_2_5::WAIT,2026-05-21,2026-05-21T15:20:35+01:00,1545410.0,Superliga,Brondby,FC Copenhagen,OVER_2_5,YES,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-21T16:00+01:00,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,0.801325,137.736,FAILURE_MODE_LOW_CONVERSION,2026-05-21-20260520T235245Z,WAITING_FOR_WINDOW,NO,YES,NO,YES,NO,NO
2026-05-21::1545410::OVER_2_5::NO_BET,2026-05-21,2026-05-21T18:36:56+01:00,1545410.0,Superliga,Brondby,FC Copenhagen,OVER_2_5,NO,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,EXPIRED,vsigma_cloud_decision_summary.csv,,,,2026-05-21T18:36:56+01:00,MISSING,NO,YES,YES,NO,NO,NO
2026-05-21::1535302::OVER_1_5::NO_BET,2026-05-21,2026-05-21T18:36:56+01:00,1535302.0,CONMEBOL Libertadores,Flamengo,Estudiantes L.P.,OVER_1_5,NO,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,EXPIRED,vsigma_cloud_decision_summary.csv,,,,2026-05-21T18:36:56+01:00,MISSING,NO,YES,YES,NO,NO,NO
2026-05-21::1535208::UNDER_3_5::NO_BET,2026-05-21,2026-05-21T18:36:56+01:00,1535208.0,CONMEBOL Sudamericana,Gremio,Palestino,UNDER_3_5,NO,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,EXPIRED,vsigma_cloud_decision_summary.csv,,,,2026-05-21T18:36:56+01:00,MISSING,NO,YES,YES,NO,NO,NO
2026-05-21::NO_FIXTURE::NO_MARKET::NO_BET,2026-05-21,2026-05-21T23:51:45+01:00,,,,,,NO,NO_BET,NO,NO_CANDIDATES,NO,,NO_CANDIDATES,NO_CANDIDATES,,,,,MISSING,NO,YES,NO,NO,YES,NO
