target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-05-21,2026-05-21T00:52:56+01:00,1545410,Superliga,Brondby,FC Copenhagen,OVER_2_5,2026-05-21T17:30+01:00,997.06,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-21T16:00+01:00,,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,,,
2026-05-21,2026-05-21T00:52:56+01:00,1535302,CONMEBOL Libertadores,Flamengo,Estudiantes L.P.,OVER_1_5,2026-05-21T01:30+01:00,37.06,NO_BET,NO,ODDS_NOT_AVAILABLE;LINEUPS_NOT_AVAILABLE;AVAILABILITY_NOT_AVAILABLE,NO,,ODDS_MISSING;LINEUPS_MISSING;AVAILABILITY_MISSING,DATA_GAP_BLOCKED,vsigma_today_competition_top.csv,YES,PRELOCK_NOT_AVAILABLE,no reliable pre-lock data available; missing data is neutral,PRELOCK_NOT_AVAILABLE,LINEUPS_NOT_AVAILABLE,ODDS_NOT_AVAILABLE,AVAILABILITY_NOT_AVAILABLE
2026-05-21,2026-05-21T00:52:56+01:00,1535208,CONMEBOL Sudamericana,Gremio,Palestino,UNDER_3_5,2026-05-21T01:00+01:00,7.06,NO_BET,NO,ODDS_NOT_AVAILABLE;LINEUPS_NOT_AVAILABLE;AVAILABILITY_NOT_AVAILABLE,NO,,ODDS_MISSING;LINEUPS_MISSING;AVAILABILITY_MISSING,DATA_GAP_BLOCKED,vsigma_today_competition_top.csv,YES,PRELOCK_NOT_AVAILABLE,no reliable pre-lock data available; missing data is neutral,PRELOCK_NOT_AVAILABLE,LINEUPS_NOT_AVAILABLE,ODDS_NOT_AVAILABLE,AVAILABILITY_NOT_AVAILABLE
