target_date,generated_at,sources_reviewed,quarantine_rows,accepted_rows,queue_items,priority_counts,failure_class_counts,auto_apply,production_change
2026-08-25,2026-08-25T09:07:15+01:00,0,0,0,0,none,none,NO,NO
