target_date,generated_at,fixture_id,home_team,away_team,market,candidate_origin,market_direction_source,max_execution_permission,real_data_strength,proxy_reason,allowed_downstream_use,source_files,auto_apply,production_change
2026-08-25,2026-08-25T09:07:14+01:00,1547770,Independ. Rivadavia,Fluminense,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-08-25,2026-08-25T09:07:14+01:00,1622620,Dinamo Zagreb,Viking,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-08-25,2026-08-25T09:07:14+01:00,1622621,Fenerbahçe,Lyon,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
