target_date,generated_at,source_rows_reviewed,candidate_rows_written,scoring_ready_pending_gates_rows,missing_required_rows,coverage_only_rows,diagnostic_only_rows,status_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-08-25,2026-08-25T09:07:27+01:00,3,3,3,0,0,0,API_ENRICHED_SCORING_READY_PENDING_GATES=3,NO_PICK_PERMISSION=3,NO_STAKE_PERMISSION=3,NO,NO
