target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-08-25,2026-08-25T09:07:15+01:00,3,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=3,,NO,NO
