fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1507040,Gimcheon Sangmu FC,Jeonbuk Motors,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.45,A_ANALIZAR_PRIMERO,
1570342,Valencia,Real Betis,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.64,A_ANALIZAR_PRIMERO,
1507042,FC Seoul,Bucheon FC 1995,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,82.6,A_ANALIZAR_PRIMERO,
1622627,Bodo/Glimt,NEC Nijmegen,AWAY_TRAILING,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,76.45,A_ANALIZAR_PRIMERO,away_trailing_keep_away_live
1622626,Sabah FA,Hapoel Beer Sheva,HOME_TRAILING,OVER_OR_BTTS_CHECK,74.51,A_ANALIZAR_PRIMERO,home_trailing_flip_away_to_over
1610924,Lask Linz,Celtic,HOME_TRAILING,OVER_OR_BTTS_CHECK,73.29,A_ANALIZAR_PRIMERO,home_trailing_boost
1507041,Jeju United FC,Pohang Steelers,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,67.28,A_ANALIZAR_PRIMERO,
1600321,Kruger United,Durban City,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600322,Marumo Gallants,TS Galaxy,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600323,Orlando Pirates,Sekhukhune United,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1600324,Siwelele,Chippa United,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520831,Atletico Goianiense,Botafogo SP,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520835,Juventude,CRB,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
