target_date,generated_at,active_api_policy,policy_source,api_plan_name,plan_requests_per_day,external_calls_allowed,external_calls_executed,scoring_allowed_rows,coverage_probe_rows,diagnostic_only_rows,blocked_rows,legacy_cost_gate_status,legacy_quota_gate_status,legacy_allowlist_status,operator_note,auto_apply,production_change
2026-06-05,2026-06-06T13:02:30+01:00,MAX_COVERAGE,vsigma_max_coverage_api_enrichment_policy,API-Football Ultra,75000,YES_MAX_COVERAGE_POLICY,NO,15,14,5,0,LEGACY_INFORMATIONAL_ONLY:WAIT_FOR_MANUAL_APPROVAL,LEGACY_SECONDARY_ONLY:AUTO_ENRICHMENT_ALLOWED_LIMITED,LEGACY_SECONDARY_ONLY:ALLOWLIST_DRY_RUN_READY,MAX_COVERAGE is the active API policy. Legacy cost/quota/allowlist gates are informational and cannot override the active policy. No external calls are executed by this integration.,NO,NO
