target_date,generated_at,executor_status,policy_rows_reviewed,rows_selected,rows_executed,rows_dry_run,rows_success_any,rows_failed_all,scoring_allowed_rows,coverage_probe_rows,diagnostic_only_rows,endpoint_success_counts,endpoint_failure_counts,external_calls_allowed,external_calls_executed,auto_apply,production_change
2026-06-05,2026-06-08T20:13:39+01:00,EXECUTION_COMPLETE,35,35,35,0,35,0,16,14,5,fixture_detail=35; events=22; predictions=16; odds=12; lineups=10; statistics=3,statistics=27; events=8; lineups=6; odds=4,YES_MAX_COVERAGE_POLICY,YES_LOGGED_EXECUTION,NO,NO
