shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,final_execution_bucket,final_execution_reason,final_execution_bucket_order
1,TOP_CORE,TOP_CORE,2026-04-24,France,Ligue 1,1387969,Stade Brestois 29,Lens,101.41,95.51,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9064,,,,0.6312,,,,1.39,2.59,3.98,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.44,0.953,0.936,0.424,0.568,-0.152,0.136,FULL,PARTIAL,-0.144,1.0,2.0,4.0,2.0,0.35,0.75,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,3.0,3.0,FULL,FULL,2.8,3.0,MEDIUM,HIGH,FULL,5.8,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.39 | visitante 2.59,"Market edge primario: prob 0.906 | sin cuota útil, fallback modelo",Bias lado: -2.63 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.20 aSOT=7.80 | lab_sched=FULL/PARTIAL trust=0.95/0.94 clean=POLLUTED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.80 aRisk=3.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,12.0,2.0,0.0,1.0,1.375,1.75,1.25,2.375,1.375,1.5,0.75,0.875,0.375,0.125,0.375,0.75,0.875,1.0,0.25,0.875,9.4,21.6,13.4,9.4,2.2,7.8,4.4,3.6,47.4,61.4,3.0,8.0,6.0,1.6,13.4,10.0,2.6,1.5,2.0,0.6,2.4,4.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
2,TOP_CORE,TOP_CORE,2026-04-24,Germany,Bundesliga,1388584,RB Leipzig,Union Berlin,100.34,94.44,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8762,,,,0.7833,,,,2.81,0.82,3.63,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.16,0.974,0.986,0.558,0.414,0.116,-0.172,FULL,FULL,0.144,1.0,0.0,4.0,5.0,0.35,0.0,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,6.0,4.0,FULL,FULL,6.0,4.0,HIGH,HIGH,FULL,10.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23758.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.81 | visitante 0.82,"Market edge primario: prob 0.876 | sin cuota útil, fallback modelo",Bias lado: +3.88 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.80 aSOT=4.60 | lab_sched=FULL/FULL trust=0.97/0.99 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=6.00 aRisk=4.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,12.0,1.0,0.0,2.375,0.875,2.125,0.75,0.875,1.875,0.875,0.75,0.25,0.25,0.625,0.5,0.75,0.625,0.75,0.5,14.6,13.0,13.0,14.2,6.8,4.6,3.8,4.8,47.8,43.4,4.8,5.2,3.4,5.4,10.8,12.6,1.8,1.4,2.0,2.4,3.4,3.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
3,CORE_SHORTLIST,CORE,2026-04-24,Italy,Serie B,1419947,Monza,Modena,100.33,94.43,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.868,,,,0.569,,,,2.2,1.34,3.54,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.36,0.969,0.94,0.523,0.563,0.046,0.126,FULL,FULL,-0.04,1.0,2.0,4.0,3.0,0.35,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23848.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.20 | visitante 1.34,"Market edge primario: prob 0.868 | sin cuota útil, fallback modelo",Bias lado: +1.73 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.40 aSOT=4.60 | lab_sched=FULL/FULL trust=0.97/0.94 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,6.0,1.0,0.0,1.875,1.125,1.875,1.375,0.875,1.375,0.875,0.875,0.5,0.25,0.5,0.75,0.875,0.875,0.5,0.75,16.0,14.4,11.4,13.2,4.4,4.6,2.6,5.6,52.8,49.4,6.2,4.8,2.8,5.2,11.8,14.4,1.4,1.6,1.4,1.2,5.4,3.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
4,CORE_SHORTLIST,CORE,2026-04-24,Belgium,Jupiler Pro League,1536972,Cercle Brugge,Dender,100.15,94.25,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8709,,,,0.6324,,,,2.37,1.2,3.57,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.43,0.895,0.998,0.279,0.49,-0.442,-0.02,FULL,FULL,-0.211,2.0,0.0,3.0,5.0,0.7,0.0,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.37 | visitante 1.20,"Market edge primario: prob 0.871 | sin cuota útil, fallback modelo",Bias lado: +2.37 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=7.60 aSOT=3.00 | lab_sched=FULL/FULL trust=0.90/1.00 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,14.0,16.0,1.0,1.0,1.75,0.625,1.875,0.875,1.25,2.125,0.875,0.75,0.375,0.25,0.625,0.625,0.75,0.75,0.75,0.625,17.6,10.0,11.0,16.8,7.6,3.0,4.2,7.2,48.6,52.0,6.0,4.0,6.4,4.8,10.2,10.6,1.6,2.6,3.4,1.8,3.8,3.0,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
5,CORE_SHORTLIST,CORE,2026-04-24,England,Championship,1387080,Leicester,Millwall,99.56,93.66,HIGH,1-2 / 0-1 / 1-1,OVER_1_5,AWAY_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7864,,,,0.7749,,,,0.56,2.35,2.91,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.18,0.989,0.965,0.432,0.502,-0.136,0.004,FULL,FULL,-0.07,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,2.0,12.0,FULL,FULL,2.0,11.6,MEDIUM,HIGH,FULL,13.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23728.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.56 | visitante 2.35,"Market edge primario: prob 0.786 | sin cuota útil, fallback modelo",Bias lado: -3.08 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=7.00 aSOT=4.00 | lab_sched=FULL/FULL trust=0.99/0.96 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=11.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,23.0,3.0,1.0,1.0,0.875,1.75,1.0,1.375,1.25,0.875,0.625,0.875,0.25,0.375,0.5,0.625,0.625,0.75,0.375,0.5,21.0,11.4,9.2,15.4,7.0,4.0,2.2,3.4,58.0,44.4,9.0,4.0,3.6,10.0,10.0,13.0,2.0,1.6,1.8,2.8,4.4,2.6,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
6,WATCHLIST,WATCH,2026-04-24,Spain,La Liga,1391131,Real Betis,Real Madrid,99.3,93.4,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9334,,,,0.814,,,,2.0,2.4,4.4,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.06,1.008,1.006,0.547,0.539,0.094,0.078,FULL,FULL,0.008,0.0,0.0,3.0,3.0,0.0,0.0,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,2.0,5.0,FULL,FULL,2.0,5.0,MEDIUM,HIGH,FULL,7.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23728.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 2.00 | visitante 2.40,"Market edge primario: prob 0.933 | sin cuota útil, fallback modelo",Bias lado: -1.12 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.60 aSOT=7.40 | lab_sched=FULL/FULL trust=1.01/1.01 clean=CLEAN | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=5.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,5.0,2.0,0.5,1.0,1.25,1.625,1.625,2.125,1.375,1.75,0.875,1.0,0.25,0.0,0.75,1.0,0.875,1.0,0.5,0.875,11.2,18.6,8.4,15.2,4.6,7.4,3.0,5.2,50.6,53.0,2.8,6.6,3.4,6.6,13.4,12.0,3.0,2.4,1.6,2.8,2.6,4.4,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
7,WATCHLIST,WATCH,2026-04-24,France,Ligue 2,1389389,Laval,Rodez,98.93,93.03,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8324,,,,0.6258,,,,1.06,2.17,3.23,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.54,-0.5,0.947,0.928,0.606,0.485,0.212,-0.03,FULL,FULL,0.121,2.0,2.0,3.0,3.0,0.7,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,1.0,0.0,FULL,FULL,1.0,0.0,LOW,LOW,FULL,1.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23788.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.06 | visitante 2.17,"Market edge primario: prob 0.832 | sin cuota útil, fallback modelo",Bias lado: -2.24 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.80 aSOT=4.60 | lab_sched=FULL/FULL trust=0.95/0.93 clean=POLLUTED | availability=AVAILABILITY_SAFE inj=FULL hRisk=1.00 aRisk=0.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,16.0,5.0,1.0,0.5,1.25,2.25,1.375,1.375,1.375,0.75,0.75,0.875,0.25,0.375,0.625,0.625,0.875,0.625,0.5,0.375,9.2,13.0,14.2,13.8,3.8,4.6,5.6,5.6,39.4,39.0,4.6,4.8,5.4,4.6,13.2,12.6,2.4,2.2,1.6,3.2,2.4,4.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
8,WATCHLIST,WATCH,2026-04-24,Germany,2. Bundesliga,1388886,Fortuna Düsseldorf,Dynamo Dresden,98.92,93.02,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8592,,,,0.7156,,,,0.94,2.52,3.46,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.55,0.891,0.972,0.505,0.545,0.01,0.09,FULL,FULL,-0.04,3.0,1.0,2.0,4.0,1.1,0.35,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23878.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.94 | visitante 2.52,"Market edge primario: prob 0.859 | sin cuota útil, fallback modelo",Bias lado: -2.68 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.20 aSOT=5.80 | lab_sched=FULL/FULL trust=0.89/0.97 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,15.0,13.0,1.0,0.5,0.75,1.75,0.875,2.125,2.0,0.875,0.625,0.75,0.125,0.5,0.5,0.375,0.75,0.75,0.625,0.5,11.8,13.0,14.6,14.8,3.2,5.8,6.2,3.8,51.4,49.4,6.0,4.8,4.8,4.2,11.6,8.8,2.75,1.0,2.0,1.0,3.8,3.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
9,WATCHLIST,WATCH,2026-04-24,Italy,Serie A,1378200,Napoli,Cremonese,98.92,93.02,HIGH,2-1 / 1-0 / 2-0,HOME_DNB,OVER_1_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8153,,,,0.7814,,,,2.44,0.44,2.88,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.52,-0.2,0.996,0.953,0.472,0.423,-0.056,-0.154,FULL,FULL,0.049,0.0,1.0,5.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,4.0,2.0,FULL,FULL,4.0,2.0,HIGH,MEDIUM,FULL,6.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.44 | visitante 0.44,"Market edge primario: prob 0.815 | sin cuota útil, fallback modelo",Bias lado: +3.85 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=3.20 | lab_sched=FULL/FULL trust=1.00/0.95 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.00 aRisk=2.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,18.0,1.0,1.0,2.0,0.5,1.25,0.625,1.0,1.75,0.875,0.5,0.25,0.25,0.625,0.375,0.75,0.75,0.5,0.5,14.2,9.6,8.6,11.2,3.6,3.2,2.4,4.0,66.2,52.6,7.4,3.6,3.0,4.0,10.6,15.0,1.0,1.4,2.75,1.0,4.6,2.2,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
10,WATCHLIST,WATCH,2026-04-24,Germany,2. Bundesliga,1388888,1. FC Kaiserslautern,Eintracht Braunschweig,96.01,90.11,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8574,,,,0.574,,,,2.16,1.28,3.44,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.22,0.932,1.013,0.514,0.584,0.028,0.168,FULL,FULL,-0.07,2.0,0.0,3.0,5.0,0.7,0.0,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23878.93,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.16 | visitante 1.28,"Market edge primario: prob 0.857 | sin cuota útil, fallback modelo",Bias lado: +1.69 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.00 aSOT=4.00 | lab_sched=FULL/FULL trust=0.93/1.01 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,7.0,14.0,0.0,0.5,1.5,0.75,1.625,0.875,1.625,1.625,0.75,0.875,0.375,0.125,0.375,0.75,0.875,0.75,0.875,0.375,12.8,15.8,15.4,10.8,5.0,4.0,3.6,2.8,50.0,53.2,4.0,6.4,5.8,4.6,10.6,11.4,1.25,2.2,1.2,1.6,3.8,4.8,WATCH,Candidate remains non-actionable watchlist context after production governance.,5
