summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,32.0,32.0,32.0,0.554,0.532,9.0,311.0,0.0,2026-05-13T13:45:08.346296+00:00,,
home_quality_flag,,,,,,,,,,FULL,31.0
home_quality_flag,,,,,,,,,,PARTIAL,1.0
away_quality_flag,,,,,,,,,,FULL,31.0
away_quality_flag,,,,,,,,,,PARTIAL,1.0
