country,league,league_tier,league_filter_reason,matches
World,Friendlies Clubs,REJECT,hard_reject_noise_league,35
Brazil,Brasileiro U17,REJECT,hard_reject_noise_league,9
Tanzania,Ligi kuu Bara,REJECT,country_league_not_allowlisted,8
Gabon,Championnat D1,REJECT,country_league_not_allowlisted,7
Argentina,Primera C,REJECT,country_league_not_allowlisted,2
Latvia,Virsliga,REJECT,country_league_not_allowlisted,2
Paraguay,Division Intermedia,REJECT,country_league_not_allowlisted,2
USA,USL League Two,REJECT,country_league_not_allowlisted,2
World,UEFA U19 Championship - Women,REJECT,hard_reject_noise_league,2
World,World Cup,REJECT,country_league_not_allowlisted,2
Australia,Npl Nsw U20,REJECT,hard_reject_noise_league,1
Brazil,Carioca C,REJECT,country_league_not_allowlisted,1
Brazil,Paraibano U20,REJECT,hard_reject_noise_league,1
Chile,Copa Chile,REJECT,country_league_not_allowlisted,1
Estonia,Cup,REJECT,country_league_not_allowlisted,1
Estonia,Esiliiga A,REJECT,country_league_not_allowlisted,1
Finland,Kakkonen - Lohko C,REJECT,country_league_not_allowlisted,1
Finland,Suomen Cup,REJECT,country_league_not_allowlisted,1
Libya,Premier League,REJECT,country_league_not_allowlisted,1
Brazil,Serie C,TIER_3,brazil_serie_c_noisy,1
