shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg
1,TOP_CORE,TOP_CORE,2026-04-24,France,Ligue 1,1387969,Stade Brestois 29,Lens,102.81,96.91,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9163,,,,0.6401,,,,1.43,2.69,4.12,FULL,4.0,5.0,5.0,1.0,1.0,3.0,3.0,FULL,FULL,2.8,3.0,MEDIUM,HIGH,FULL,5.8,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.43 | visitante 2.69,"Market edge primario: prob 0.916 | sin cuota útil, fallback modelo",Bias lado: -2.70 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=2.20 aSOT=7.80 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.80 aRisk=3.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,12.0,2.0,0.0,1.0,1.375,1.75,1.25,2.375,1.375,1.5,0.75,0.875,0.375,0.125,0.375,0.75,0.875,1.0,0.25,0.875,9.4,21.6,13.4,9.4,2.2,7.8,4.4,3.6,47.4,61.4,3.0,8.0,6.0,1.6,13.4,10.0,2.6,1.5,2.0,0.6,2.4,4.0
2,TOP_CORE,TOP_CORE,2026-04-24,Belgium,Jupiler Pro League,1536972,Cercle Brugge,Dender,101.51,95.61,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8833,,,,0.6557,,,,2.5,1.2,3.7,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.50 | visitante 1.20,"Market edge primario: prob 0.883 | sin cuota útil, fallback modelo",Bias lado: +2.52 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=7.60 aSOT=3.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,14.0,16.0,1.0,1.0,1.75,0.625,1.875,0.875,1.25,2.125,0.875,0.75,0.375,0.25,0.625,0.625,0.75,0.75,0.75,0.625,17.6,10.0,11.0,16.8,7.6,3.0,4.2,7.2,48.6,52.0,6.0,4.0,6.4,4.8,10.2,10.6,1.6,2.6,3.4,1.8,3.8,3.0
3,CORE_SHORTLIST,CORE,2026-04-24,Italy,Serie B,1419947,Monza,Modena,101.38,95.48,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8779,,,,0.564,,,,2.24,1.4,3.64,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23848.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.24 | visitante 1.40,"Market edge primario: prob 0.878 | sin cuota útil, fallback modelo",Bias lado: +1.70 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.40 aSOT=4.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,6.0,1.0,0.0,1.875,1.125,1.875,1.375,0.875,1.375,0.875,0.875,0.5,0.25,0.5,0.75,0.875,0.875,0.5,0.75,16.0,14.4,11.4,13.2,4.4,4.6,2.6,5.6,52.8,49.4,6.2,4.8,2.8,5.2,11.8,14.4,1.4,1.6,1.4,1.2,5.4,3.2
4,CORE_SHORTLIST,CORE,2026-04-24,Germany,Bundesliga,1388584,RB Leipzig,Union Berlin,100.95,95.05,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8799,,,,0.7884,,,,2.85,0.82,3.67,FULL,4.0,5.0,5.0,1.0,1.0,6.0,4.0,FULL,FULL,6.0,4.0,HIGH,HIGH,FULL,10.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23758.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.85 | visitante 0.82,"Market edge primario: prob 0.880 | sin cuota útil, fallback modelo",Bias lado: +3.92 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=6.80 aSOT=4.60 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=6.00 aRisk=4.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,12.0,1.0,0.0,2.375,0.875,2.125,0.75,0.875,1.875,0.875,0.75,0.25,0.25,0.625,0.5,0.75,0.625,0.75,0.5,14.6,13.0,13.0,14.2,6.8,4.6,3.8,4.8,47.8,43.4,4.8,5.2,3.4,5.4,10.8,12.6,1.8,1.4,2.0,2.4,3.4,3.0
5,CORE_SHORTLIST,CORE,2026-04-24,France,Ligue 2,1389389,Laval,Rodez,100.58,94.68,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8459,,,,0.6302,,,,1.1,2.24,3.34,FULL,3.98,5.0,5.0,1.0,1.0,1.0,0.0,FULL,FULL,1.0,0.0,LOW,LOW,FULL,1.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23788.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.10 | visitante 2.24,"Market edge primario: prob 0.846 | sin cuota útil, fallback modelo",Bias lado: -2.28 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.80 aSOT=4.60 | availability=AVAILABILITY_SAFE inj=FULL hRisk=1.00 aRisk=0.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,16.0,5.0,1.0,0.5,1.25,2.25,1.375,1.375,1.375,0.75,0.75,0.875,0.25,0.375,0.625,0.625,0.875,0.625,0.5,0.375,9.2,13.0,14.2,13.8,3.8,4.6,5.6,5.6,39.4,39.0,4.6,4.8,5.4,4.6,13.2,12.6,2.4,2.2,1.6,3.2,2.4,4.2
6,WATCHLIST,WATCH,2026-04-24,Germany,2. Bundesliga,1388886,Fortuna Düsseldorf,Dynamo Dresden,100.28,94.38,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8687,,,,0.7112,,,,0.99,2.56,3.55,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23878.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.99 | visitante 2.56,"Market edge primario: prob 0.869 | sin cuota útil, fallback modelo",Bias lado: -2.66 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.20 aSOT=5.80 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,15.0,13.0,1.0,0.5,0.75,1.75,0.875,2.125,2.0,0.875,0.625,0.75,0.125,0.5,0.5,0.375,0.75,0.75,0.625,0.5,11.8,13.0,14.6,14.8,3.2,5.8,6.2,3.8,51.4,49.4,6.0,4.8,4.8,4.2,11.6,8.8,2.75,1.0,2.0,1.0,3.8,3.2
7,WATCHLIST,WATCH,2026-04-24,England,Championship,1387080,Leicester,Millwall,100.19,94.29,HIGH,1-2 / 0-1 / 1-1,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,10,0,0,10,GENERIC_BROAD,primary_model_prob >= 0.6901,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7941,,,,0.7786,,,,0.57,2.39,2.96,FULL,4.0,5.0,5.0,1.0,1.0,2.0,12.0,FULL,FULL,2.0,11.6,MEDIUM,HIGH,FULL,13.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23728.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.57 | visitante 2.39,"Market edge primario: prob 0.794 | sin cuota útil, fallback modelo",Bias lado: -3.11 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=7.00 aSOT=4.00 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=11.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,23.0,3.0,1.0,1.0,0.875,1.75,1.0,1.375,1.25,0.875,0.625,0.875,0.25,0.375,0.5,0.625,0.625,0.75,0.375,0.5,21.0,11.4,9.2,15.4,7.0,4.0,2.2,3.4,58.0,44.4,9.0,4.0,3.6,10.0,10.0,13.0,2.0,1.6,1.8,2.8,4.4,2.6
8,WATCHLIST,WATCH,2026-04-24,Italy,Serie A,1378200,Napoli,Cremonese,99.57,93.67,HIGH,2-1 / 1-0 / 2-0,HOME_DNB,OVER_1_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,12,2,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.7961,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8131,,,,0.783,,,,2.44,0.45,2.89,FULL,3.79,5.0,5.0,1.0,1.0,4.0,2.0,FULL,FULL,4.0,2.0,HIGH,MEDIUM,FULL,6.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23743.93,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.44 | visitante 0.45,"Market edge primario: prob 0.813 | sin cuota útil, fallback modelo",Bias lado: +3.84 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.60 aSOT=3.20 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.00 aRisk=2.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,18.0,1.0,1.0,2.0,0.5,1.25,0.625,1.0,1.75,0.875,0.5,0.25,0.25,0.625,0.375,0.75,0.75,0.5,0.5,14.2,9.6,8.6,11.2,3.6,3.2,2.4,4.0,66.2,52.6,7.4,3.6,3.0,4.0,10.6,15.0,1.0,1.4,2.75,1.0,4.6,2.2
9,WATCHLIST,WATCH,2026-04-24,Spain,La Liga,1391131,Real Betis,Real Madrid,99.3,93.4,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9323,,,,0.8117,,,,1.99,2.39,4.38,FULL,4.0,5.0,5.0,1.0,1.0,2.0,5.0,FULL,FULL,2.0,5.0,MEDIUM,HIGH,FULL,7.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23728.93,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.99 | visitante 2.39,"Market edge primario: prob 0.932 | sin cuota útil, fallback modelo",Bias lado: -1.12 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.60 aSOT=7.40 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=5.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,5.0,2.0,0.5,1.0,1.25,1.625,1.625,2.125,1.375,1.75,0.875,1.0,0.25,0.0,0.75,1.0,0.875,1.0,0.5,0.875,11.2,18.6,8.4,15.2,4.6,7.4,3.0,5.2,50.6,53.0,2.8,6.6,3.4,6.6,13.4,12.0,3.0,2.4,1.6,2.8,2.6,4.4
10,WATCHLIST,WATCH,2026-04-24,Germany,2. Bundesliga,1388888,1. FC Kaiserslautern,Eintracht Braunschweig,97.05,91.15,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8638,,,,0.5902,,,,2.23,1.27,3.5,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-23878.93,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.23 | visitante 1.27,"Market edge primario: prob 0.864 | sin cuota útil, fallback modelo",Bias lado: +1.79 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.00 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,7.0,14.0,0.0,0.5,1.5,0.75,1.625,0.875,1.625,1.625,0.75,0.875,0.375,0.125,0.375,0.75,0.875,0.75,0.875,0.375,12.8,15.8,15.4,10.8,5.0,4.0,3.6,2.8,50.0,53.2,4.0,6.4,5.8,4.6,10.6,11.4,1.25,2.2,1.2,1.6,3.8,4.8
