target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-05-29,1535314,CONMEBOL Libertadores,Boca Juniors,U. Catolica,OVER_1_5,0.81316,151.9,FAILURE_MODE_LOW_CONVERSION,2026-05-29T01:30+01:00,37.54,NO_BET,NO,ODDS_NOT_AVAILABLE;LINEUPS_NOT_AVAILABLE;AVAILABILITY_NOT_AVAILABLE,NO,,ODDS_MISSING;LINEUPS_MISSING;AVAILABILITY_MISSING,DATA_GAP_BLOCKED,YES,PRELOCK_NOT_AVAILABLE,no reliable pre-lock data available; missing data is neutral,PRELOCK_NOT_AVAILABLE,PRELOCK_BLOCKED,PRELOCK was not available for this candidate; execution waits for the next AUTO PRELOCK cycle or no-bet review.,WAIT_FOR_NEXT_AUTO_PRELOCK_OR_NO_BET_REVIEW
2026-05-29,1535218,CONMEBOL Sudamericana,America de Cali,Macara,OVER_1_5,0.799,113.812,FAILURE_MODE_LOW_CONVERSION,2026-05-29T01:30+01:00,37.54,NO_BET,NO,ODDS_NOT_AVAILABLE;LINEUPS_NOT_AVAILABLE;AVAILABILITY_NOT_AVAILABLE,NO,,ODDS_MISSING;LINEUPS_MISSING;AVAILABILITY_MISSING,DATA_GAP_BLOCKED,YES,PRELOCK_NOT_AVAILABLE,no reliable pre-lock data available; missing data is neutral,PRELOCK_NOT_AVAILABLE,PRELOCK_BLOCKED,PRELOCK was not available for this candidate; execution waits for the next AUTO PRELOCK cycle or no-bet review.,WAIT_FOR_NEXT_AUTO_PRELOCK_OR_NO_BET_REVIEW
