target_date,generated_at,mode,command_center_status,daily_classification,action_level,operational_verdict,predictive_failure,evidence_basis,next_action,run_url
2026-05-29,2026-05-29T19:21:30+01:00,pre,ACTION_REQUIRED,DATA_BLOCKED,ACTION_REQUIRED,NO_EXECUTION_BLOCKED_BY_PRELOCK_OR_DATA,NO,decision_quality_review,"Check provider/API coverage, odds availability, lineups, and data-gap flags before executing.",https://github.com/jorgemaganescobar94-lgtm/vsigma/actions/runs/26654532456
