target_date,generated_at,metric,rows_evaluated,hit_count,miss_count,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T19:16:46+01:00,total_cards,5,4,1,0.800,1.60,UNDER_ESTIMATE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_corners,6,3,3,0.500,2.83,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_fouls,6,3,3,0.500,5.33,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_goals,7,3,4,0.429,1.22,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_shots,6,5,1,0.833,4.83,UNDER_ESTIMATE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_sot,6,3,3,0.500,2.67,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
