target_date,generated_at,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,input_file,import_status,import_reason,quality_score,quality_notes,auto_apply,production_change
2026-05-29,2026-05-31T15:15:44+01:00,1545409,Ligue 1,France,Nice,Saint Etienne,home,sportsmole,https://www.sportsmole.co.uk/football/preview/nice-vs-st-etienne-prediction-team-news-lineups_598257.html,diouf;mendy;bah;oppong;clauss;sanson;boudaoui;abdi;cho;diop;carlos,data/processed/today/2026-05-29/probable_lineup_sources_autonomous.csv,LEARNING_ONLY,below_promotion_accuracy_gate,0.455,"fuzzy_official_overlap=5/11;promotion_gate=8/11;matches=diouf~y diouf:0.96,mendy~a mendy:0.96,clauss~j clauss:0.96,sanson~m sanson:0.96,cho~m cho:0.96",NO,NO
2026-05-29,2026-05-31T15:15:44+01:00,1545409,Ligue 1,France,Nice,Saint Etienne,home,sportsmole,https://www.sportsmole.co.uk/football/preview/nice-vs-st-etienne-prediction-team-news-lineups_598257.html,diouf;mendy;bah;oppong;clauss;sanson;boudaoui;abdi;cho;diop;carlos,data/processed/governance/probable_lineup_sources_autonomous.csv,LEARNING_ONLY,below_promotion_accuracy_gate,0.455,"fuzzy_official_overlap=5/11;promotion_gate=8/11;matches=diouf~y diouf:0.96,mendy~a mendy:0.96,clauss~j clauss:0.96,sanson~m sanson:0.96,cho~m cho:0.96",NO,NO
