target_date,generated_at,rows_reviewed,evaluated_rows,pending_rows,grade_counts,source_grade_summary,auto_apply,production_change
2026-05-29,2026-05-30T08:09:04+01:00,5,5,0,D=5,"sportsmole:n=5,avg=0.036",NO,NO
