summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,13,13,4,4,0,87.5908,0.171356,13.5385,8.0,5.5385,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,4,4,4,4,0,90.02,0.200828,22.0,13.0,9.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,9,9,0,0,0,86.5111,0.158257,9.7778,5.7778,4.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,4,4,0,90.02,0.200828,22.0,13.0,9.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,0,0,0,89.285,0.263409,22.0,13.0,9.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,5,5,0,0,0,84.292,0.074136,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,4,4,4,4,0,90.02,0.200828,22.0,13.0,9.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,9,9,0,0,0,86.5111,0.158257,9.7778,5.7778,4.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,91.5,0.150873,13.0,13.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,99.63,0.196652,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,2,2,2,2,0,84.475,0.227894,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,9,9,0,0,0,86.5111,0.158257,9.7778,5.7778,4.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,4,4,4,4,0,90.02,0.200828,22.0,13.0,9.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,4,4,0,0,0,89.285,0.263409,22.0,13.0,9.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,5,5,0,0,0,84.292,0.074136,0.0,0.0,0.0,0.0
