target_date,generated_at,metric,rows_evaluated,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,severity,recommended_adjustment,model_area,auto_apply_allowed,operator_note,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T19:16:46+01:00,total_cards,5,0.800,1.60,UNDER_ESTIMATE,CALIBRATION_OK,LOW,Keep current calibration.,total_cards,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_corners,6,0.500,2.83,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,MEDIUM,Increase corner projection only for wide-pressure profiles with real corner sample support.,build_match_stat_forecasts.corner_model,NO,Model is underestimating corners.,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_fouls,6,0.500,5.33,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,HIGH,Review metric-specific formula after more post-match samples.,build_match_stat_forecasts.total_fouls,NO,Mixed calibration signal.,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_goals,7,0.429,1.22,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,MEDIUM,Reduce goal projection pressure: lower goal_nudge and/or reduce projected-goals weight by 5-10% for similar profiles.,build_match_stat_forecasts.goal_model,NO,Model is overestimating total goals.,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_shots,6,0.833,4.83,UNDER_ESTIMATE,CALIBRATION_OK,LOW,Keep current calibration.,total_shots,NO,Metric is inside acceptable range.,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_sot,6,0.500,2.67,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,MEDIUM,Review metric-specific formula after more post-match samples.,build_match_stat_forecasts.total_sot,NO,Mixed calibration signal.,DATED_INPUT_ONLY,NO,NO
