comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v5_rank,baseline_market,candidate_v2_market,candidate_v5_market,candidate_v5_original_market,candidate_v5_action,baseline_result,candidate_v2_result,candidate_v5_result,baseline_profit_units,candidate_v2_profit_units,candidate_v5_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V5,1545409,Nice vs Saint Etienne,Ligue 1,1,1,1,OVER_1_5,OVER_1_5,OVER_1_5,OVER_1_5,NOT_APPLIED,WIN,WIN,WIN,0.52,0.52,0.52,2026-05-29,2026-05-30T11:58:10+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-05-29-20260530T115810Z
