target_date,generated_at,forecast_rank,fixture_id,country,league,home_team,away_team,source_file,market_hint,modal_scoreline,scenario_map,home_goals_low,home_goals_mid,home_goals_high,away_goals_low,away_goals_mid,away_goals_high,total_goals_low,total_goals_mid,total_goals_high,home_shots_low,home_shots_mid,home_shots_high,away_shots_low,away_shots_mid,away_shots_high,total_shots_low,total_shots_mid,total_shots_high,home_sot_low,home_sot_mid,home_sot_high,away_sot_low,away_sot_mid,away_sot_high,total_sot_low,total_sot_mid,total_sot_high,home_corners_low,home_corners_mid,home_corners_high,away_corners_low,away_corners_mid,away_corners_high,total_corners_low,total_corners_mid,total_corners_high,home_cards_low,home_cards_mid,home_cards_high,away_cards_low,away_cards_mid,away_cards_high,total_cards_low,total_cards_mid,total_cards_high,home_fouls_low,home_fouls_mid,home_fouls_high,away_fouls_low,away_fouls_mid,away_fouls_high,total_fouls_low,total_fouls_mid,total_fouls_high,tempo_projection,shot_volume_level,corner_volume_level,card_risk_level,both_teams_threat_level,forecast_confidence,forecast_confidence_score,forecast_warning,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T15:17:28+01:00,11,1535314,World,CONMEBOL Libertadores,Boca Juniors,U. Catolica,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,2-1 / 1-1 / 2-2,discipline risk,1.01,1.56,2.12,0.65,1.06,1.47,1.87,2.62,3.38,7,11,14,7,11,14,16,21,27,2,4,6,2,4,6,5,8,11,1,3,4,2,4,6,4,7,9,2,4,6,1,3,5,4,7,10,7,10,14,9,12,16,17,23,28,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,LOW_CORNER_VOLUME,HIGH_CARD_RISK,BALANCED_THREAT,MEDIUM,62.6,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,12,1494677,Norway,Eliteserien,Brann,Sarpsborg 08 FF,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,2-1 / 1-1 / 2-2,standard state,1.27,1.94,2.60,0.65,1.06,1.47,2.16,3.00,3.84,9,13,17,8,12,16,19,25,31,3,5,7,2,4,6,6,9,12,3,5,7,3,5,7,7,10,14,1,2,4,0,2,3,2,4,6,10,14,19,7,10,14,19,25,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,57.6,LINEUPS_INACTIVE; AVAILABILITY_RISK; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,13,1494679,Norway,Eliteserien,KFUM Oslo,Tromso,matches_vsigma_scored_v3.csv,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1-2 / 0-2 / 1-3,both teams carry threat,0.70,1.12,1.55,1.10,1.69,2.28,2.02,2.81,3.61,9,12,16,9,13,17,20,26,32,2,4,6,2,5,7,6,9,12,2,4,6,3,6,8,7,10,13,0,1,2,0,2,3,1,3,5,8,12,16,10,14,18,20,26,32,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,LOW_CARD_RISK,BOTH_TEAMS_THREAT,LOW,57.6,LINEUPS_INACTIVE; AVAILABILITY_RISK; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,14,1533660,Egypt,Premier League,El Mokawloon,Future FC,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,55.6,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,15,1533662,Egypt,Premier League,Ghazl El Mehalla,Haras El Hodood,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,55.6,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,16,1533659,Egypt,Premier League,Masr,Kahraba Ismailia,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,55.6,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,17,1533658,Egypt,Premier League,National Bank of Egypt,Al Ittihad,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,55.6,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,18,1522819,Lithuania,A Lyga,FK Trakai,Suduva Marijampole,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,51.1,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,19,1522817,Lithuania,A Lyga,TransINVEST Vilnius,Hegelmann Litauen,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,51.1,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,20,1542934,Ecuador,Copa Ecuador,Cde Juventud Italiana,Tecnico Universitario,matches_vsigma_scored_v3.csv,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1-1 / 0-1 / 1-2,standard state,0.73,1.25,1.77,0.63,1.10,1.57,1.58,2.35,3.12,8,12,16,7,11,15,17,23,29,2,4,6,2,4,6,5,8,11,3,5,7,2,4,7,6,9,13,0,2,3,0,2,3,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,51.1,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
