target_date,generated_at,forecast_rank,fixture_id,country,league,home_team,away_team,source_file,market_hint,modal_scoreline,scenario_map,home_goals_low,home_goals_mid,home_goals_high,away_goals_low,away_goals_mid,away_goals_high,total_goals_low,total_goals_mid,total_goals_high,home_shots_low,home_shots_mid,home_shots_high,away_shots_low,away_shots_mid,away_shots_high,total_shots_low,total_shots_mid,total_shots_high,home_sot_low,home_sot_mid,home_sot_high,away_sot_low,away_sot_mid,away_sot_high,total_sot_low,total_sot_mid,total_sot_high,home_corners_low,home_corners_mid,home_corners_high,away_corners_low,away_corners_mid,away_corners_high,total_corners_low,total_corners_mid,total_corners_high,home_cards_low,home_cards_mid,home_cards_high,away_cards_low,away_cards_mid,away_cards_high,total_cards_low,total_cards_mid,total_cards_high,home_fouls_low,home_fouls_mid,home_fouls_high,away_fouls_low,away_fouls_mid,away_fouls_high,total_fouls_low,total_fouls_mid,total_fouls_high,tempo_projection,shot_volume_level,corner_volume_level,card_risk_level,both_teams_threat_level,forecast_confidence,forecast_confidence_score,forecast_warning,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T15:17:28+01:00,1,1494678,Norway,Eliteserien,Fredrikstad,Start,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,2-2 / 1-2 / 2-3,both teams carry threat,1.11,1.62,2.14,1.02,1.50,1.98,2.35,3.12,3.90,10,14,17,11,15,19,23,28,34,3,4,6,3,5,7,7,10,13,4,6,8,2,4,5,7,10,13,0,1,2,1,2,4,2,4,5,9,12,16,11,15,18,21,27,32,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BOTH_TEAMS_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,2,1545797,Italy,Serie B,Monza,Catanzaro,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,2-1 / 1-1 / 2-2,both teams carry threat,1.20,1.75,2.29,0.88,1.31,1.74,2.30,3.06,3.83,10,14,18,9,13,17,21,27,33,3,5,7,3,6,8,8,11,14,3,5,7,3,5,7,7,10,13,0,2,3,0,1,2,1,3,4,7,10,13,8,11,14,16,21,25,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,LOW_CARD_RISK,BOTH_TEAMS_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,3,1494683,Norway,Eliteserien,Valerenga,Kristiansund BK,matches_vsigma_scored_v3.csv,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1-2 / 0-2 / 1-3,open tempo; both teams carry threat; wide/corner pressure; discipline risk,0.79,1.19,1.59,1.16,1.69,2.22,2.15,2.88,3.60,12,16,20,9,13,16,23,28,34,3,5,7,3,5,7,7,10,13,6,8,11,2,4,6,9,12,15,2,3,5,1,2,4,3,6,8,7,10,13,7,10,13,15,20,24,HIGH_TEMPO,MEDIUM_SHOT_VOLUME,HIGH_CORNER_VOLUME,HIGH_CARD_RISK,BOTH_TEAMS_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,4,1494191,Sweden,Allsvenskan,Orgryte IS,IF Elfsborg,matches_vsigma_scored_v3.csv,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1-2 / 0-2 / 1-3,standard state,0.60,0.94,1.27,1.30,1.88,2.45,2.10,2.81,3.52,8,11,14,10,14,18,20,25,31,2,4,6,3,5,7,6,9,12,3,5,7,3,4,6,7,9,12,1,2,3,1,2,4,2,4,6,9,12,16,9,13,16,20,25,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,5,1535218,World,CONMEBOL Sudamericana,America de Cali,Macara,matches_vsigma_scored_v3.csv,OVER_OR_BTTS_CHECK,1-1 / 0-1 / 1-2,standard state,0.93,1.38,1.82,0.84,1.25,1.67,1.95,2.62,3.30,8,11,15,10,14,18,20,25,31,2,4,6,2,3,5,5,7,10,2,4,5,4,6,8,7,10,13,1,3,4,1,2,3,3,5,7,8,12,15,9,12,15,19,24,29,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,6,1535318,World,CONMEBOL Libertadores,Cruzeiro,Barcelona SC,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1-1 / 0-1 / 1-2,discipline risk,0.93,1.38,1.82,0.70,1.06,1.43,1.81,2.44,3.07,8,11,14,8,11,14,17,22,27,2,4,6,2,4,6,5,8,11,2,3,5,2,4,5,5,7,9,2,3,5,1,3,4,4,6,8,10,14,18,9,12,16,21,27,32,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,LOW_CORNER_VOLUME,HIGH_CARD_RISK,BALANCED_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,7,1535232,World,CONMEBOL Sudamericana,Tigre,Alianza Atletico,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1-1 / 0-1 / 1-2,standard state,0.74,1.12,1.51,0.60,0.94,1.27,1.51,2.06,2.62,9,13,16,8,12,15,19,24,30,1,3,4,2,4,5,4,7,9,3,5,7,2,4,5,6,8,11,1,3,4,1,2,3,2,4,6,9,13,17,6,9,12,17,22,27,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,MEDIUM,71.6,LINEUPS_INACTIVE,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,8,1545409,France,Ligue 1,Nice,Saint Etienne,matches_vsigma_scored_v3.csv,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1-1 / 0-1 / 1-2,standard state,0.70,1.06,1.43,0.84,1.25,1.67,1.71,2.31,2.92,6,9,12,11,15,19,19,24,29,1,3,5,2,4,6,5,7,10,2,4,5,4,6,8,7,9,12,0,2,3,1,2,3,2,3,5,8,11,14,12,16,20,21,27,32,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,MEDIUM,66.6,LINEUPS_INACTIVE; AVAILABILITY_RISK,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,9,1494676,Norway,Eliteserien,Aalesund,Ham-Kam,matches_vsigma_scored_v3.csv,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1-2 / 0-2 / 1-3,open tempo,0.92,1.44,1.96,1.14,1.75,2.36,2.30,3.19,4.07,10,14,18,11,15,20,22,29,36,2,4,6,3,5,7,6,9,12,3,5,7,4,6,8,8,11,14,1,2,3,0,1,3,2,3,5,8,12,16,9,13,17,19,25,31,HIGH_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,MEDIUM,62.6,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-05-29,2026-05-29T15:17:28+01:00,10,1494682,Norway,Eliteserien,Rosenborg,Bodo/Glimt,matches_vsigma_scored_v3.csv,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1-2 / 0-2 / 1-3,open tempo; wide/corner pressure,0.56,0.94,1.31,1.14,1.75,2.36,1.92,2.69,3.45,6,9,13,14,20,25,22,29,36,2,4,5,4,7,10,7,10,14,3,5,7,6,10,13,10,14,18,1,2,4,0,0,1,1,3,4,8,11,15,6,9,12,15,20,25,HIGH_TEMPO,MEDIUM_SHOT_VOLUME,HIGH_CORNER_VOLUME,LOW_CARD_RISK,BALANCED_THREAT,MEDIUM,62.6,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
