fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1545797,Monza,Catanzaro,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,93.73,A_ANALIZAR_PRIMERO,
1494191,Orgryte IS,IF Elfsborg,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.68,A_ANALIZAR_PRIMERO,
1494679,KFUM Oslo,Tromso,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.32,A_ANALIZAR_PRIMERO,
1494682,Rosenborg,Bodo/Glimt,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,86.31,A_ANALIZAR_PRIMERO,
1494676,Aalesund,Ham-Kam,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,85.45,A_ANALIZAR_PRIMERO,
1535314,Boca Juniors,U. Catolica,AWAY_TRAILING,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.6,A_ANALIZAR_PRIMERO,away_trailing_keep_away_live
1494677,Brann,Sarpsborg 08 FF,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,83.42,A_ANALIZAR_PRIMERO,
1535318,Cruzeiro,Barcelona SC,AWAY_TRAILING,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.4,A_ANALIZAR_PRIMERO,away_trailing_keep_away_live
1494678,Fredrikstad,Start,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,77.5,A_ANALIZAR_PRIMERO,
1494683,Valerenga,Kristiansund BK,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,76.9,A_ANALIZAR_PRIMERO,
1545409,Nice,Saint Etienne,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,75.56,A_ANALIZAR_PRIMERO,
1535218,America de Cali,Macara,LEVEL_TIE,OVER_OR_BTTS_CHECK,72.65,A_ANALIZAR_PRIMERO,level_tie_soft_opening
1535232,Tigre,Alianza Atletico,LEVEL_TIE,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,70.96,A_ANALIZAR_PRIMERO,level_tie_soft_opening
1522819,FK Trakai,Suduva Marijampole,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1522817,TransINVEST Vilnius,Hegelmann Litauen,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533660,El Mokawloon,Future FC,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533662,Ghazl El Mehalla,Haras El Hodood,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533659,Masr,Kahraba Ismailia,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533658,National Bank of Egypt,Al Ittihad,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1542934,Cde Juventud Italiana,Tecnico Universitario,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0.0,NO_DATA_BLOCKED,
