target_date,generated_at,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,input_file,import_status,import_reason,quality_score,quality_notes,auto_apply,production_change
2026-05-29,2026-05-31T09:30:05+01:00,1545409,Ligue 1,France,Nice,Saint Etienne,home,sportsmole,https://www.sportsmole.co.uk/football/preview/nice-vs-st-etienne-prediction-team-news-lineups_598257.html,diouf;mendy;bah;oppong;clauss;sanson;boudaoui;abdi;cho;diop;carlos,data/processed/today/2026-05-29/probable_lineup_sources_autonomous.csv,QUARANTINED,official_overlap_too_low,0.450,official_overlap=0/11,NO,NO
2026-05-29,2026-05-31T09:30:05+01:00,1545409,Ligue 1,France,Nice,Saint Etienne,home,sportsmole,https://www.sportsmole.co.uk/football/preview/nice-vs-st-etienne-prediction-team-news-lineups_598257.html,diouf;mendy;bah;oppong;clauss;sanson;boudaoui;abdi;cho;diop;carlos,data/processed/governance/probable_lineup_sources_autonomous.csv,QUARANTINED,official_overlap_too_low,0.450,official_overlap=0/11,NO,NO
