summary_scope,metric,rows_total
overall,target_fixtures,79
odds_structure_depth_status,NO_ODDS_FOUND,79
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,79
odds_total_ladder_shape,UNKNOWN,79
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,79
odds_line_aggression_flag,UNKNOWN,79
