target_date,generated_at,rows_reviewed,evaluated_rows,pending_rows,learning_only_rows,promoted_rows,grade_counts,source_grade_summary,auto_apply,production_change
2026-07-25,2026-07-25T23:26:32+01:00,0,0,0,0,0,none,none,NO,NO
