target_date,generated_at,fixture_id,home_team,away_team,league,source_status,selector_status,reason,vsigma_priority,market_family_hint,data_quality_score,league_data_reliability_score,recent_stats_quality_flag,odds_bookmaker_support_count,auto_apply,production_change
2026-06-09,2026-06-09T22:10:51+01:00,1548054,Almeria,Castellón,Segunda División,DATED,NO_REAL_SHORTLIST,data quality score below selector floor,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,28.0,0.95,FULL,,NO,NO
2026-06-09,2026-06-09T22:10:51+01:00,1520715,Nautico Recife,Fortaleza EC,Serie B,DATED,NO_REAL_SHORTLIST,blocked by scoring/data warning,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,8.0,0.95,NONE,,NO,NO
2026-06-09,2026-06-09T22:10:51+01:00,1520717,Ponte Preta,Cuiaba,Serie B,DATED,NO_REAL_SHORTLIST,blocked by scoring/data warning,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,8.0,0.95,NONE,,NO,NO
