target_date,generated_at,approval_gate_status,rows_planned,estimated_call_units,approval_required,max_allowed_without_manual_approval,api_calls_allowed,api_calls_planned,api_calls_executed,recommended_action,approval_reason,auto_apply,production_change
2026-06-09,2026-06-09T22:10:55+01:00,NO_ENRICHMENT_NEEDED,0,0,NO,0,NO,NO,NO,NO_ACTION,No planned enrichment workload.,NO,NO
