target_date,generated_at,rank,fixture_id,home_team,away_team,recheck_decision,market,minutes_to_kickoff,window_status,match_status,elapsed,score,total_shots,total_sot,total_corners,home_possession,away_possession,signal_score,live_trigger_decision,reason,source_guard,auto_apply,production_change
2026-06-09,2026-06-09T23:10:58+01:00,1,1548054,Almeria,Castellón,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,494.55,MATCH_FINISHED,FT,90.0,3-2,0,0,0,0,0,0,MATCH_FINISHED,match already final,DATED_INPUT_ONLY,NO,NO
