target_date,generated_at,rank,fixture_id,home_team,away_team,market_primary,adjusted_status,objective_level,dependency_level,opponent_level,draw_level,lineup_level,availability_level,market_level,memory_level,context_level,context_score,policy,auto_apply,production_change
2026-06-09,2026-06-09T22:10:51+01:00,1,1548054,Almeria,Castellón,OVER_2_5,WAIT_PRELOCK,PROXY_TEMPO,DEPENDENCY_UNKNOWN,STAKE_UNKNOWN,DRAW_NOT_KEY,WAIT_PRELOCK,AVAIL_UNKNOWN_CLEAN,O25_LOW_CONV,MEM_NONE,L7_SOFT_DOWN,54,reduced stake or live,NO,NO
