target_date,generated_at,fixture_id,home_team,away_team,api_readiness_gate,coverage_score,original_final_decision,final_decision,original_execution_permission,execution_permission,gate_action,gate_reason,missing_blocks,auto_apply,production_change
2026-06-09,2026-06-09T22:10:53+01:00,1548054,Almeria,Castellón,EARLY_WATCH_MORE_DATA_REQUIRED,80.0,LIVE_ONLY,LIVE_ONLY,LIVE_ONLY,NO_PREMATCH,EARLY_WATCH_ONLY,Early-day data/probable XI support is not strong enough.,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,NO,NO
2026-06-09,2026-06-09T22:10:53+01:00,1520715,Nautico Recife,Fortaleza EC,LOW_COVERAGE_NO_BET,20.0,NO_BET,NO_BET,NO_BET,NO,NO_BET_CONFIRMED,API coverage is too weak for reliable execution.,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,NO,NO
2026-06-09,2026-06-09T22:10:53+01:00,1520717,Ponte Preta,Cuiaba,LOW_COVERAGE_NO_BET,20.0,NO_BET,NO_BET,NO_BET,NO,NO_BET_CONFIRMED,API coverage is too weak for reliable execution.,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,NO,NO
