target_date,generated_at,review_rows,bucket_counts,risk_label_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-09,2026-06-09T22:10:57+01:00,0,none,none,none,none,none,"Use this inspector only for human triage. It cannot promote, create picks, or create stake permission.",NO,NO
