target_date,generated_at,fixture_id,home_team,away_team,market_hint,before_primary,after_primary,before_permission,after_permission,guard_action,reason,auto_apply,production_change
2026-07-13,2026-07-13T11:38:56+01:00,1506994,Ulsan Hyundai FC,Jeonbuk Motors,OVER_1_5,UNDER_3_5_REVIEW,NO_CLEAR_STAT_MARKET,NO_BET_OR_WATCH,NO_BET,BLOCKED_INVERSION,proxy objective-context tempo/over source cannot be inverted into under/no-goals market,NO,NO
2026-07-13,2026-07-13T11:38:56+01:00,1506993,Gwangju FC,Pohang Steelers,AWAY_WIN,UNDER_3_5_REVIEW,UNDER_3_5_REVIEW,NO_BET_OR_WATCH,NO_BET_OR_WATCH,NO_CHANGE,not a proxy inversion,NO,NO
