rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
1,1,0,0,0,1,0,0,0,3.0,0,2026-07-13T11:14:20.303592+00:00
