target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-05-19,2026-05-19T21:31:58+01:00,1535300,CONMEBOL Libertadores,Coquimbo Unido,Deportes Tolima,OVER_1_5,2026-05-19T23:00+01:00,88.02,NO_BET,NO,PRELOCK_GOVERNANCE_NOT_RETAINED,YES,2026-05-19T22:00+01:00,,PRELOCK_NOT_RETAINED,vsigma_today_competition_top.csv,NO,,,IN_WINDOW_BUT_NOT_RETAINED,,,
