market_primary,n_total,n_settled,wins,losses,pushes,win_rate_no_push,roi_units,avg_primary_edge,report_type,edge_floor_band,execution_verdict
AWAY_WIN,1.0,0.0,0.0,0.0,0.0,,,0.5693,by_market_primary,,
BTTS_YES,1.0,0.0,0.0,0.0,0.0,,,0.2424,by_market_primary,,
OVER_1_5,6.0,0.0,0.0,0.0,0.0,,,0.0853,by_market_primary,,
OVER_2_5,4.0,0.0,0.0,0.0,0.0,,,0.132,by_market_primary,,
UNDER_3_5,1.0,0.0,0.0,0.0,0.0,,,0.0916,by_market_primary,,
,2.0,0.0,0.0,0.0,0.0,,,0.0336,by_edge_floor_band,PLAYABLE,
,10.0,0.0,0.0,0.0,0.0,,,0.1863,by_edge_floor_band,STRONG,
,1.0,0.0,0.0,0.0,0.0,,,0.0126,by_edge_floor_band,THIN,
,2.0,0.0,0.0,0.0,0.0,,,0.2026,by_execution_verdict,,CORE_SHORTLIST
,1.0,0.0,0.0,0.0,0.0,,,0.143,by_execution_verdict,,TOP_CORE
,10.0,0.0,0.0,0.0,0.0,,,0.1395,by_execution_verdict,,WATCH
