fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1544951,Serie B,Monza,Juve Stabia,OVER_1_5,2026-05-19T18:00:54.400000+00:00,430.98,2026-05-19T16:30:54.400000+00:00,PENDING_OUTSIDE_WINDOW,CHECK_STALE_OUTPUTS,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-19 --timezone Atlantic/Canary --mode status
1535300,CONMEBOL Libertadores,Coquimbo Unido,Deportes Tolima,OVER_1_5,2026-05-19T22:00:58+00:00,671.04,2026-05-19T20:30:58+00:00,PENDING_OUTSIDE_WINDOW,CHECK_STALE_OUTPUTS,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-19 --timezone Atlantic/Canary --mode status
