date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v5_pick_count,overlap_three_way_picks,candidate_v5_strengthened_rows,candidate_v5_downgraded_rows,candidate_v5_blocked_rows,candidate_v5_side_risk_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v5_wins,candidate_v5_losses,candidate_v5_profit_units,candidate_v5_roi_percent,run_finished_at
2026-05-19,Atlantic/Canary,2,2,2,2,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0,0.0,,2026-05-19T10:50:41.854716+00:00
