target_date,generated_at,fixture_id,home_team,away_team,home_sources,away_sources,home_consensus_players,away_consensus_players,home_avg_agreement,away_avg_agreement,home_weighted_agreement,away_weighted_agreement,home_probable_confidence,away_probable_confidence,accepted_home_sources,accepted_away_sources,rejected_home_sources,rejected_away_sources,probable_lineup_gate,missing_reason,source_registry_guard,source_guard,auto_apply,production_change
2026-07-29,2026-07-29T23:30:20+01:00,1494217,IF Brommapojkarna,Hammarby FF,0,0,0,0,0.000,0.000,0.000,0.000,NO_APPROVED_SOURCES,NO_APPROVED_SOURCES,,,,,NO_PROBABLE_LINEUP_SOURCES,no approved probable lineup sources available,registry_sources=15; accepted_rows=6; rejected_groups=0,fixtures=vsigma_daily_execution_board.csv; probable_sources=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494711,KFUM Oslo,Molde,1,0,11,0,0.000,0.000,1.000,0.000,LOW_WEIGHTED,NO_APPROVED_SOURCES,sportsmole,,,,PROBABLE_XI_CONSENSUS_LOW,none,registry_sources=15; accepted_rows=6; rejected_groups=0,fixtures=vsigma_daily_execution_board.csv; probable_sources=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1492307,Remo,Vitoria,1,1,11,11,0.000,0.000,1.000,1.000,LOW_WEIGHTED,LOW_WEIGHTED,sportsmole (internal_conflict:sportsmole),sportsmole (internal_conflict:sportsmole),,,PROBABLE_XI_CONSENSUS_LOW,none,registry_sources=15; accepted_rows=6; rejected_groups=0,fixtures=vsigma_daily_execution_board.csv; probable_sources=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv,NO,NO
2026-07-29,2026-07-29T23:30:20+01:00,1494709,Aalesund,Viking,0,1,0,11,0.000,0.000,0.000,1.000,NO_APPROVED_SOURCES,LOW_WEIGHTED,,sportsmole,,,PROBABLE_XI_CONSENSUS_LOW,none,registry_sources=15; accepted_rows=6; rejected_groups=0,fixtures=vsigma_daily_execution_board.csv; probable_sources=data/processed/today/2026-07-29/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-29/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv,NO,NO
