target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-07-29,2026-07-29T11:10:42+01:00,4,SERPAPI;SERPAPI_SEARCH_FAILED;SERPAPI_ERROR,52,13,NO_XI_PATTERN=47; IRRELEVANT_FIXTURE_PAGE=2; EXTRACTED=13; FETCH_FAILED=8,sportsmole=33; sports_gambler=29; whoscored=8,NO,NO
