target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-02,2026-06-02T22:40:14+01:00,1542923,Copa Ecuador,Ecuador,La Unión,Deportivo Cuenca,2026-06-02T21:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521142,Azadegan League,Iran,Ario Eslamshahr,Shahrdari Noshahr,2026-06-02T14:00:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521143,Azadegan League,Iran,Fard Alborz,Mes Kerman,2026-06-02T14:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521144,Azadegan League,Iran,Havadar,Navad Urmia,2026-06-02T14:15:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521146,Azadegan League,Iran,Mes Shahr-e Babak,Sanat Naft,2026-06-02T14:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521141,Azadegan League,Iran,Mes Soongoun,Niroye Zamini,2026-06-02T14:00:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521145,Azadegan League,Iran,Naft Gachsaran,Be'sat Kermanshah,2026-06-02T16:00:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521147,Azadegan League,Iran,Nassaji Mazandaran,Damash Gilanian,2026-06-02T14:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521148,Azadegan League,Iran,Pars Jonoubi JAM,Naft Bandar Abbas,2026-06-02T16:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-02,2026-06-02T22:40:14+01:00,1521149,Azadegan League,Iran,Shenavarsazi Qeshm,Saipa,2026-06-02T15:30:00+01:00,data\processed\governance\vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
