comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v6_rank,baseline_market,candidate_v2_market,candidate_v6_market,candidate_v6_action,candidate_v6_alignment,candidate_v6_confidence_adjustment,baseline_primary_risk,candidate_v2_primary_risk,candidate_v6_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2,1551271,Malaga vs Almeria,Segunda División,1,1,,OVER_2_5,OVER_2_5,,,,,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,,2026-06-14,2026-06-13T23:01:57+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-06-14-20260613T230157Z
