summary_scope,metric,rows_total,value_num,value_text,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
overall,shortlist_rows,1,1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,result_available_rows,1,1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,pending_rows,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,unmatched_rows,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,bet_rows,1,1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,lean_play_rows,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,premium_rows,1,1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,standard_rows,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,wins,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,losses,1,1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,pushes,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,voids,1,0.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,profit_units_total,1,-1.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,roi_percent,1,-100.0,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
overall,avg_execution_score,1,151.238579,,2026-06-14,2026-06-15T13:27:37+00:00,POST,OFFICIAL_RESULTS,NO_DATE_COLUMN,2026-06-14-20260615T132737Z
