target_date,generated_at,self_heal_status,daily_board_exists,daily_board_rows,current_trigger_date,trigger_action,reason,next_action,auto_apply,production_change
2026-06-14,2026-06-14T11:54:43+01:00,DAILY_CHAIN_TRIGGER_WRITTEN,false,0,2026-06-10,UPDATED_DAILY_CHAIN_TRIGGER,daily board missing/empty and trigger did not target current date,Daily chain should run through trigger bridge and regenerate board/panel.,NO,NO
